ensembl_gene_id	hgnc_symbol	logFC_RETT_TC	PValue_RETT_TC	entrezgene
ENSG00000154639	CXADR	-0.049933126	0.63865843	1525
ENSG00000096093	EFHC1	-0.056204361	0.638879749	114327
ENSG00000196453	ZNF777	0.043593574	0.638932505	27153
ENSG00000231666	LINC01704	0.057125647	0.639022034	646268
ENSG00000188783	PRELP	0.054135372	0.639049225	5549
ENSG00000238123	MID1IP1-AS1	0.048038083	0.639203635	NA
ENSG00000255109		-0.047868342	0.63927094	NA
ENSG00000147003	TMEM27	-0.043307911	0.639302087	57393
ENSG00000188408	MAGEB5	-0.076351306	0.639336589	347541
ENSG00000161860	SYCE2	-0.052061232	0.63934225	256126
ENSG00000172772	OR10W1	0.055124842	0.63935463	81341
ENSG00000141198	TOM1L1	-0.050612708	0.639411386	10040
ENSG00000185040	SPDYE16	-0.047328896	0.639416529	102723555
ENSG00000179284	DAND5	0.055418361	0.639466486	199699
ENSG00000138315	OIT3	-0.049188001	0.639514638	170392
ENSG00000283193	MIR1243	0.051003989	0.639726239	100302188
ENSG00000007908	SELE	0.094813118	0.639787137	6401
ENSG00000164430	CGAS	-0.046082164	0.639836039	115004
ENSG00000135414	GDF11	0.044420812	0.639895549	10220
ENSG00000196923	PDLIM7	-0.044885498	0.639898723	9260
ENSG00000135926	TMBIM1	0.193614636	0.639899639	64114
ENSG00000228797	FAM207BP	-0.054403114	0.64009542	NA
ENSG00000079277	MKNK1	0.040988918	0.640195396	8569
ENSG00000005108	THSD7A	0.041605438	0.640260158	221981
ENSG00000196273	LINC00523	0.045329322	0.640428572	283601
ENSG00000253591		-0.043112139	0.64043299	105377716
ENSG00000131089	ARHGEF9	-0.193372196	0.640434427	23229
ENSG00000137090	DMRT1	0.053723128	0.640460956	1761
ENSG00000217128	FNIP1	0.046551382	0.640511763	96459
ENSG00000144824	PHLDB2	-0.048660896	0.640538539	90102
ENSG00000165202	OR1Q1	-0.04816893	0.640654706	158131
ENSG00000270835		-0.055903624	0.640686611	NA
ENSG00000132693	CRP	0.046794793	0.640714884	1401
ENSG00000070367	EXOC5	-0.052034949	0.640731464	10640
ENSG00000223638	RFPL4A	-0.046193552	0.640774347	342931
ENSG00000104953	TLE6	-0.037608193	0.640798679	79816
ENSG00000227581		-0.062057342	0.640987708	NA
ENSG00000162576	MXRA8	0.062705032	0.641050856	54587
ENSG00000134057	CCNB1	-0.043941373	0.641073962	891
ENSG00000143494	VASH2	0.053621038	0.641238456	79805
ENSG00000172551	MUCL1	0.050253188	0.641295921	118430
ENSG00000197083	ZNF300P1	0.052454392	0.641388718	NA
ENSG00000180815	MAP3K15	0.05411815	0.641447543	389840
ENSG00000244025	KRTAP19-3	0.055627001	0.641463631	337970
ENSG00000179796	LRRC3B	0.042237492	0.641577745	116135
ENSG00000134690	CDCA8	0.053892789	0.641597971	55143
ENSG00000182310	SPACA6	0.06167154	0.641614863	147650
ENSG00000221819	GAS8-AS1	0.043765578	0.641804661	750
ENSG00000197841	ZNF181	-0.06143065	0.641950464	339318
ENSG00000121680	PEX16	0.052267226	0.641977389	9409
ENSG00000179253		-0.050019808	0.641993643	100128310
ENSG00000252153	MIR2278	-0.045126604	0.642025564	100313780
ENSG00000229035	SPRR2C	0.043730664	0.642049071	NA
ENSG00000011028	MRC2	0.065015316	0.642133127	9902
ENSG00000203859	HSD3B2	-0.051814476	0.642173811	3284
ENSG00000255500		0.046835522	0.642220688	NA
ENSG00000115008	IL1A	0.042378968	0.642404012	3552
ENSG00000120457	KCNJ5	0.045628689	0.642413703	3762
ENSG00000048545	GUCA1A	-0.053090696	0.642645106	2978
ENSG00000216058	MIR944	0.055273522	0.642708663	100126340
ENSG00000171056	SOX7	-0.04317107	0.642748554	83595
ENSG00000283138		-0.050493301	0.642862114	NA
ENSG00000250614		0.051810656	0.642870168	NA
ENSG00000226741	LINC02554	-0.040822069	0.642924238	100507657
ENSG00000243759	ST13P15	0.052673678	0.642937576	NA
ENSG00000168505	GBX2	-0.051656803	0.643065531	2637
ENSG00000148219	ASTN2	-0.037608439	0.643086116	23245
ENSG00000188501	LCTL	-0.049435055	0.643088798	197021
ENSG00000171459	OR1L6	0.05145173	0.643163434	392390
ENSG00000260000		-0.045793944	0.643203341	NA
ENSG00000180535	BHLHA15	-0.043034062	0.643328457	168620
ENSG00000270552	DUXAP3	-0.061243253	0.643336336	NA
ENSG00000245112	SMARCA5-AS1	0.057422465	0.643405529	NA
ENSG00000230439		0.051832765	0.643428696	NA
ENSG00000215127	SYT14P1	-0.039013537	0.643552187	NA
ENSG00000125945	ZNF436	-0.080121728	0.643805761	80818
ENSG00000268818		-0.045068271	0.643854801	NA
ENSG00000249481	SPATS1	-0.045273344	0.643914091	221409
ENSG00000131797	CLUHP3	0.050301594	0.643988802	100132341
ENSG00000258692	SALL4P7	-0.048841587	0.6440295	NA
ENSG00000211978	IGHV5-78	-0.039589379	0.644030604	NA
ENSG00000179256	SMCO3	-0.044761632	0.644107692	440087
ENSG00000248445	SEMA6A-AS1	0.039148895	0.644226923	NA
ENSG00000196900	TEX43	0.042620079	0.644282953	389320
ENSG00000147434	CHRNA6	-0.046355378	0.644348921	8973
ENSG00000149474	KAT14	0.055840204	0.644427951	57325
ENSG00000277112	ANKRD20A21P	0.046262671	0.644454562	NA
ENSG00000240240		0.057511911	0.644590882	NA
ENSG00000165269	AQP7	-0.043841583	0.644625068	112267859
ENSG00000165269	AQP7	-0.043841583	0.644625068	364
ENSG00000179626	OR6C4	0.042800556	0.644664744	341418
ENSG00000156925	ZIC3	0.058075977	0.644717591	7547
ENSG00000162613	FUBP1	-0.065929853	0.644822984	8880
ENSG00000173991	TCAP	-0.053357097	0.644842695	8557
ENSG00000216775		0.05476394	0.644855856	730101
ENSG00000261722		0.042104285	0.644860568	NA
ENSG00000196243	LINC00615	0.046015036	0.644899861	439916
ENSG00000163840	DTX3L	-0.046634274	0.64493821	151636
ENSG00000198342	ZNF442	-0.052654463	0.64501152	79973
ENSG00000185069	KRT76	-0.047756457	0.645112903	51350
ENSG00000114654	EFCC1	-0.051511361	0.645113024	79825
ENSG00000081386	ZNF510	0.036001714	0.645116347	22869
ENSG00000170835	CEL	0.046887151	0.645121441	1056
ENSG00000149177	PTPRJ	-0.046336949	0.645169436	5795
ENSG00000178462	TUBAL3	0.038652637	0.645251927	79861
ENSG00000196411	EPHB4	0.0527619	0.645309733	2050
ENSG00000011485	PPP5C	0.040748513	0.645434632	5536
ENSG00000160472	TMEM190	0.049330759	0.645463881	147744
ENSG00000168907	PLA2G4F	0.041276681	0.645525345	255189
ENSG00000154124	OTULIN	-0.052703084	0.645597217	90268
ENSG00000133250	ZNF414	0.054012349	0.645607552	84330
ENSG00000260704	LINC00543	-0.041438045	0.645617809	100132234
ENSG00000111913	RIPOR2	0.056670504	0.645666693	9750
ENSG00000270066		0.058603977	0.645711049	NA
ENSG00000182257	PRR34	0.03896814	0.645727204	NA
ENSG00000132530	XAF1	-0.08074971	0.645872546	54739
ENSG00000152056	AP1S3	-0.057216202	0.645936165	130340
ENSG00000162819	BROX	-0.051753495	0.646077516	148362
ENSG00000204869	IGFL4	0.046069363	0.646157065	444882
ENSG00000215009	ACSM4	-0.034440302	0.646178711	341392
ENSG00000198964	SGMS1	-0.062834352	0.646232843	259230
ENSG00000113456	RAD1	-0.054086757	0.646433276	5810
ENSG00000179841	AKAP5	-0.069391847	0.646454338	9495
ENSG00000150593	PDCD4	-0.046545473	0.646455936	27250
ENSG00000235263		-0.045940581	0.646491435	NA
ENSG00000171989	LDHAL6B	0.047198152	0.646585409	92483
ENSG00000235823	OLMALINC	0.112471271	0.646747935	NA
ENSG00000221931	OR6X1	-0.051754889	0.646749116	390260
ENSG00000229578	LINC00358	-0.061904955	0.646804502	100874143
ENSG00000139610	CELA1	-0.052556516	0.646832318	1990
ENSG00000125703	ATG4C	0.05390651	0.646855831	84938
ENSG00000213104	NPM1P46	0.048194876	0.646936031	NA
ENSG00000107611	CUBN	0.036580801	0.646978486	8029
ENSG00000160199	PKNOX1	0.058798639	0.647041182	5316
ENSG00000156414	TDRD9	-0.124421118	0.647053555	122402
ENSG00000126461	SCAF1	0.055117945	0.647080423	58506
ENSG00000133858	ZFC3H1	0.050587932	0.647134453	196441
ENSG00000062194	GPBP1	-0.043108385	0.647184712	65056
ENSG00000134825	TMEM258	0.050447339	0.647221973	746
ENSG00000132874	SLC14A2	0.052904468	0.647346997	8170
ENSG00000279208		0.056316498	0.647376671	NA
ENSG00000249626		-0.062425791	0.647479225	NA
ENSG00000136546	SCN7A	-0.054514652	0.647500049	6332
ENSG00000167637	ZNF283	-0.052477137	0.647504567	284349
ENSG00000182223	ZAR1	0.049016373	0.647555887	326340
ENSG00000171936	OR10H3	-0.047195289	0.647678925	26532
ENSG00000162836	ACP6	0.085134728	0.647688162	51205
ENSG00000231656	FAM90A18P	-0.054654196	0.64768951	NA
ENSG00000163106	HPGDS	0.051716264	0.647703244	27306
ENSG00000260032	NORAD	-0.061165601	0.647749575	647979
ENSG00000169609	C15orf40	0.067037985	0.647768519	123207
ENSG00000284471		-0.052667656	0.647885545	100132874
ENSG00000188488	SERPINA5	0.045947158	0.647949317	5104
ENSG00000111670	GNPTAB	0.042417239	0.648107807	79158
ENSG00000258033		0.069446812	0.648182202	NA
ENSG00000279673		0.059670453	0.648240332	NA
ENSG00000175061	LRRC75A-AS1	-0.0480929	0.648358169	125144
ENSG00000166682	TMPRSS5	0.149196255	0.648430451	80975
ENSG00000176253	OR4K13	-0.054540949	0.648440644	390433
ENSG00000165807	PPP1R36	0.039052589	0.648451744	145376
ENSG00000276822		-0.043115032	0.648469506	NA
ENSG00000171014	OR4D5	-0.043174703	0.648517943	219875
ENSG00000117226	GBP3	0.040994276	0.648629901	2635
ENSG00000100445	SDR39U1	-0.055045758	0.648647578	56948
ENSG00000203942	C10orf62	-0.042469241	0.64866504	414157
ENSG00000173372	C1QA	-0.04718069	0.64868008	712
ENSG00000161010	MRNIP	0.047356991	0.648699394	51149
ENSG00000207616	MIR515-1	-0.048227005	0.648736855	574462
ENSG00000166961	MS4A15	0.051072849	0.648900326	219995
ENSG00000105705	SUGP1	0.047821236	0.648964931	57794
ENSG00000198356	ASNA1	0.062800252	0.649026011	439
ENSG00000255794	RMST	-0.048848437	0.649121454	196475
ENSG00000258819	LINC02289	-0.045174504	0.649145637	102724190
ENSG00000144560	VGLL4	0.054760401	0.649157069	9686
ENSG00000203791	EEF1AKMT2	-0.058121997	0.649236168	399818
ENSG00000270231	NBPF8	-0.051425326	0.649240999	NA
ENSG00000204661	C5orf60	0.050368984	0.649469007	285679
ENSG00000235718	MFRP	-0.044200621	0.649498499	83552
ENSG00000130511	SSBP4	-0.073230612	0.649640906	170463
ENSG00000281692	PACRG-AS1	0.050462641	0.649649913	285796
ENSG00000241549	GUSBP2	-0.125810377	0.649704512	387036
ENSG00000166428	PLD4	0.055306737	0.649807571	122618
ENSG00000204704	OR2W1	-0.055368497	0.649827078	26692
ENSG00000134049	IER3IP1	0.055689492	0.649840216	51124
ENSG00000122085	MTERF4	0.051397596	0.64985543	130916
ENSG00000134438	RAX	-0.053201208	0.649857316	30062
ENSG00000279588		-0.040523986	0.649989417	NA
ENSG00000215871		0.044696175	0.650009386	NA
ENSG00000234261		0.045992381	0.65005142	NA
ENSG00000207814	MIR147A	-0.039842661	0.650109695	406939
ENSG00000129437	KLK14	-0.040485009	0.650146313	43847
ENSG00000163873	GRIK3	0.087562434	0.650434611	2899
ENSG00000135597	REPS1	0.064545614	0.650495601	85021
ENSG00000234491	HNRNPA1P51	0.05505509	0.65052054	NA
ENSG00000235207	TUBBP6	0.043605281	0.650536463	NA
ENSG00000125691	RPL23	0.062127694	0.6506126	9349
ENSG00000154269	ENPP3	0.04062952	0.650621015	5169
ENSG00000113389	NPR3	0.052759161	0.650664074	4883
ENSG00000256061	DNAAF4	0.067963011	0.650725483	161582
ENSG00000250247	SEPHS2P1	0.049749117	0.650801991	NA
ENSG00000177721	ANXA2R	0.043907023	0.650834547	389289
ENSG00000184845	DRD1	-0.053574186	0.650874411	1812
ENSG00000221604	MIR1293	0.056369637	0.650884799	100302220
ENSG00000213779		-0.046251264	0.65089576	NA
ENSG00000147364	FBXO25	0.055506418	0.650979592	26260
ENSG00000136754	ABI1	0.048980569	0.650989712	10006
ENSG00000212766	EWSAT1	-0.051818036	0.651390964	283673
ENSG00000084676	NCOA1	0.040903089	0.65145937	8648
ENSG00000156170	NDUFAF6	-0.073844676	0.65150422	137682
ENSG00000068654	POLR1A	-0.045355085	0.65160741	25885
ENSG00000236886		0.058666022	0.651649443	NA
ENSG00000152580	IGSF10	0.053590615	0.651650956	285313
ENSG00000189037	DUSP21	0.050837231	0.651680127	63904
ENSG00000240480		0.042501625	0.65174061	118432
ENSG00000205057	CLLU1OS	0.046405834	0.651789135	574016
ENSG00000147202	DIAPH2	-0.08266439	0.651810644	1730
ENSG00000099985	OSM	0.042491676	0.651844256	5008
ENSG00000157483	MYO1E	0.049940406	0.651844828	4643
ENSG00000145782	ATG12	-0.057262354	0.652133824	9140
ENSG00000185482	STAC3	-0.045808931	0.652332823	246329
ENSG00000108556	CHRNE	-0.052064244	0.652377938	1145
ENSG00000174327	SLC16A13	-0.050028676	0.652421384	201232
ENSG00000088930	XRN2	-0.054712959	0.652484529	22803
ENSG00000253100		0.039593015	0.652549128	NA
ENSG00000118245	TNP1	0.040121926	0.652574411	7141
ENSG00000113441	LNPEP	0.054186864	0.652575176	4012
ENSG00000223614	ZNF735	-0.040454806	0.652706806	730291
ENSG00000002079	MYH16	-0.041185856	0.652918575	NA
ENSG00000186407	CD300E	0.040674533	0.653047131	342510
ENSG00000170465	KRT6C	-0.061959625	0.653103639	286887
ENSG00000157343	ARMC12	0.047756536	0.653151437	221481
ENSG00000207577	MIR587	0.049512077	0.653592848	693172
ENSG00000249741		0.050282105	0.653927919	NA
ENSG00000205559	CHKB-AS1	0.046371927	0.653946922	100144603
ENSG00000276975	HYDIN2	0.043264224	0.6540018	NA
ENSG00000074219	TEAD2	-0.063471505	0.65407746	8463
ENSG00000149021	SCGB1A1	0.046205363	0.654109221	7356
ENSG00000105993	DNAJB6	-0.044505028	0.654124691	10049
ENSG00000175264	CHST1	0.052599533	0.654208122	8534
ENSG00000198925	ATG9A	-0.050328841	0.654220258	79065
ENSG00000222715	MIR1911	-0.048787358	0.654272055	100302222
ENSG00000104774	MAN2B1	0.058355617	0.654291403	4125
ENSG00000100403	ZC3H7B	-0.042390065	0.654433661	23264
ENSG00000168813	ZNF507	0.036254277	0.65446721	22847
ENSG00000170961	HAS2	-0.049787733	0.654499613	3037
ENSG00000108671	PSMD11	0.054546135	0.654521101	5717
ENSG00000161850	KRT82	0.05243986	0.654550082	3888
ENSG00000206090		-0.060822861	0.654558194	NA
ENSG00000036828	CASR	-0.045500195	0.654584386	846
ENSG00000255445		0.045217437	0.654585035	NA
ENSG00000134247	PTGFRN	-0.102387391	0.65468127	5738
ENSG00000101224	CDC25B	-0.049775607	0.654690543	994
ENSG00000112378	PERP	0.060969379	0.654731097	64065
ENSG00000187942	LDLRAD2	0.038251286	0.654781752	401944
ENSG00000177596		0.0586889	0.654791953	100288208
ENSG00000186907	RTN4RL2	0.052442781	0.654904279	349667
ENSG00000155545	MIER3	-0.046857206	0.654977052	166968
ENSG00000186081	KRT5	0.046067101	0.654993187	3852
ENSG00000112116	IL17F	0.046031435	0.655069064	112744
ENSG00000215146		-0.05095878	0.655152401	441666
ENSG00000178917	ZNF852	0.046148123	0.65532689	285346
ENSG00000261341		-0.049323919	0.655331957	NA
ENSG00000165841	CYP2C19	-0.035528351	0.655333157	1557
ENSG00000226344	CST12P	0.059712338	0.655348889	NA
ENSG00000162399	BSND	-0.055964634	0.655348997	7809
ENSG00000204611	ZNF616	-0.056900379	0.655365386	90317
ENSG00000168967	PMCHL1	0.04338741	0.655379689	NA
ENSG00000239650	GUSBP4	0.04279224	0.655395992	NA
ENSG00000214265		0.062852354	0.655480742	NA
ENSG00000062096	ARSF	0.086745367	0.65552386	416
ENSG00000179213	SIGLECL1	0.052694085	0.65556679	284369
ENSG00000164118	CEP44	-0.046630022	0.655583881	80817
ENSG00000163472	TMEM79	-0.080260135	0.655628319	84283
ENSG00000153246	PLA2R1	0.041107164	0.655886305	22925
ENSG00000163217	BMP10	0.045941358	0.655909454	27302
ENSG00000145864	GABRB2	0.055697154	0.655996171	2561
ENSG00000161180	CCDC116	-0.053512816	0.656100268	164592
ENSG00000201512	SNORA71C	-0.049680206	0.656171376	677839
ENSG00000255569	TRAV1-1	0.038057743	0.656198921	NA
ENSG00000183479	TREX2	0.059719802	0.656211319	11219
ENSG00000175029	CTBP2	-0.046590526	0.656233522	1488
ENSG00000134321	RSAD2	0.051150673	0.656337096	91543
ENSG00000236264	RPL26P30	-0.050664897	0.656337878	NA
ENSG00000006468	ETV1	-0.078596063	0.656421422	2115
ENSG00000228053		0.070214893	0.656425898	NA
ENSG00000181733	OR2Z1	-0.054450634	0.656502223	284383
ENSG00000276231	PIK3R6	0.072832	0.656514485	146850
ENSG00000235098	ANKRD65	0.044378297	0.656538114	441869
ENSG00000196968	FUT11	-0.042960694	0.656638353	170384
ENSG00000276807		0.041283991	0.656657125	NA
ENSG00000267080	ASB16-AS1	0.045267426	0.65678524	339201
ENSG00000176485	PLA2G16	-0.137082919	0.656896661	11145
ENSG00000207642	MIR571	-0.036799912	0.656900692	693156
ENSG00000145990	GFOD1	0.067939283	0.656924411	54438
ENSG00000160783	PMF1	0.066764101	0.656926493	11243
ENSG00000137103	TMEM8B	-0.05100884	0.656991824	51754
ENSG00000211783	TRAV9-1	0.049002767	0.657067064	NA
ENSG00000250685		-0.042987503	0.657194618	654780
ENSG00000231794		0.04546319	0.657237187	NA
ENSG00000197646	PDCD1LG2	-0.047150738	0.657273178	80380
ENSG00000223723		0.050820294	0.657299411	NA
ENSG00000162302	RPS6KA4	-0.045149789	0.657691419	8986
ENSG00000147113	CXorf36	-0.054325468	0.657767842	79742
ENSG00000249219		-0.045575041	0.657874964	NA
ENSG00000214433	GOLGA2P8	0.043810607	0.657990383	NA
ENSG00000167825	OR5I1	-0.041992195	0.65811882	10798
ENSG00000170180	GYPA	-0.043645374	0.658288226	2993
ENSG00000215274	GAGE10	-0.043872255	0.658343516	102724473
ENSG00000128609	NDUFA5	-0.039198479	0.658457645	4698
ENSG00000116176	TPSG1	-0.049430605	0.658487744	25823
ENSG00000102189	EEA1	0.040232143	0.658567393	8411
ENSG00000173212	MAB21L3	0.046328191	0.65867562	126868
ENSG00000198738	SMIM11P1	-0.054383943	0.6586877	NA
ENSG00000188056	TREML4	-0.043321167	0.658774756	285852
ENSG00000256553	TRAV1-2	-0.042889903	0.658831054	NA
ENSG00000186812	ZNF397	-0.070112123	0.658920903	84307
ENSG00000256968	SNRPEP2	-0.038942651	0.658952961	NA
ENSG00000163612	FAM86KP	0.050931967	0.658973732	NA
ENSG00000152670	DDX4	0.041423551	0.659084304	54514
ENSG00000037280	FLT4	-0.045760054	0.65927334	2324
ENSG00000207802	MIR646	-0.047450486	0.659341651	693231
ENSG00000185640	KRT79	-0.039130838	0.65945549	338785
ENSG00000047188	YTHDC2	-0.070667454	0.659556206	64848
ENSG00000164007	CLDN19	-0.037416783	0.659769273	149461
ENSG00000235314	LINC00957	0.043514474	0.659810992	NA
ENSG00000164972	C9orf24	0.050470735	0.659933233	84688
ENSG00000099984	GSTT2	-0.165456467	0.660055988	2953
ENSG00000134463	ECHDC3	-0.064388063	0.660088837	79746
ENSG00000162069	BICDL2	0.044863069	0.660089234	146439
ENSG00000188175	HEPACAM2	0.048894259	0.660141659	253012
ENSG00000218416		0.069828772	0.660170513	100130449
ENSG00000205856	C22orf42	-0.047279596	0.660198942	150297
ENSG00000214140	PRCD	-0.055040898	0.660267708	768206
ENSG00000164330	EBF1	-0.074078762	0.660379608	1879
ENSG00000104140	RHOV	-0.042058338	0.660473482	171177
ENSG00000158525	CPA5	0.051759047	0.660524526	93979
ENSG00000205682		0.046421552	0.660752677	NA
ENSG00000115159	GPD2	0.046277858	0.660821301	2820
ENSG00000159166	LAD1	0.047960237	0.660854838	3898
ENSG00000221891	FAM218BP	-0.044228491	0.660856491	NA
ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3	0.040951717	0.660900122	109286553
ENSG00000071282	LMCD1	-0.045213415	0.660938205	29995
ENSG00000175305	CCNE2	0.047061555	0.661027049	9134
ENSG00000100290	BIK	0.056377579	0.661040761	638
ENSG00000224578	HNRNPA1P48	0.043260459	0.661087168	NA
ENSG00000126778	SIX1	0.045722555	0.661134085	6495
ENSG00000138356	AOX1	-0.04966219	0.661258788	316
ENSG00000276581	SPATA31A5	0.044077954	0.661334453	727905
ENSG00000242327		0.039522949	0.661436828	NA
ENSG00000178093	TSSK6	0.039631652	0.661500646	83983
ENSG00000124422	USP22	0.042267359	0.661520452	23326
ENSG00000214188	ST7-OT4	0.049921491	0.661785983	338069
ENSG00000004838	ZMYND10	-0.042015473	0.661813736	51364
ENSG00000200087	SNORA73B	-0.043510073	0.661836621	26768
ENSG00000166268	MYRFL	0.046520287	0.661877724	196446
ENSG00000196810	CTBP1-AS2	0.040969336	0.662010984	NA
ENSG00000243967	NBPF5P	0.039713935	0.662064671	NA
ENSG00000199085	MIR148A	-0.044483597	0.662105408	406940
ENSG00000073734	ABCB11	0.033448035	0.662123863	8647
ENSG00000260549	MT1L	0.039390845	0.662155331	4500
ENSG00000128594	LRRC4	-0.057036781	0.662401262	64101
ENSG00000165895	ARHGAP42	-0.042933005	0.662781798	143872
ENSG00000258479	LINC00640	0.055532038	0.662806862	NA
ENSG00000142632	ARHGEF19	0.03705794	0.662817603	128272
ENSG00000164853	UNCX	0.04153758	0.662862096	340260
ENSG00000137944	KYAT3	0.068341981	0.662972269	56267
ENSG00000230805		-0.06416192	0.663014139	NA
ENSG00000205445	KRTAP10-2	-0.039692329	0.663033602	386679
ENSG00000163254	CRYGC	0.039060549	0.66311094	1420
ENSG00000275427		0.049532179	0.663124459	286083
ENSG00000258066		-0.041030373	0.663162979	NA
ENSG00000121454	LHX4	-0.047737048	0.663243824	89884
ENSG00000137074	APTX	0.047775544	0.663266828	54840
ENSG00000239839	DEFA3	-0.039584175	0.663280022	1668
ENSG00000135297	MTO1	-0.046970086	0.663331713	25821
ENSG00000267649		0.045747787	0.663357463	NA
ENSG00000106603	COA1	-0.04269815	0.663398596	55744
ENSG00000137054	POLR1E	-0.075258679	0.663424851	64425
ENSG00000125618	PAX8	0.044374485	0.663471707	7849
ENSG00000134222	PSRC1	-0.034844075	0.663487731	84722
ENSG00000259915		0.048091862	0.663521047	NA
ENSG00000253110		0.036974718	0.663549501	NA
ENSG00000137707	BTG4	-0.047852267	0.663739072	54766
ENSG00000101938	CHRDL1	0.056881311	0.663739145	91851
ENSG00000131668	BARX1	0.044465057	0.663824446	56033
ENSG00000186815	TPCN1	0.047723135	0.663828938	53373
ENSG00000187186		-0.048729511	0.664134289	730098
ENSG00000261842		0.042739474	0.664334463	NA
ENSG00000272667		0.051221463	0.664440854	NA
ENSG00000278921	EPB41L4A-AS2	-0.057323213	0.664456073	54508
ENSG00000188782	CATSPER4	-0.036309909	0.66449465	378807
ENSG00000267162	SDHDP1	0.051156895	0.664512582	NA
ENSG00000151303		0.041793171	0.664562852	NA
ENSG00000158458	NRG2	0.049767214	0.664587394	9542
ENSG00000254516		0.037189657	0.664724206	105376633
ENSG00000197273	GUCA2A	0.057302682	0.664735127	2980
ENSG00000253506	NACA2	-0.049732456	0.664802549	342538
ENSG00000109572	CLCN3	0.052734921	0.664876894	1182
ENSG00000184608	FAM167A-AS1	0.057407851	0.664896225	83656
ENSG00000172167	MTBP	0.04351427	0.664902965	27085
ENSG00000115616	SLC9A2	-0.037807707	0.664908616	6549
ENSG00000186038	HTR3E	0.046928211	0.664981013	285242
ENSG00000232144	PSAT1P2	0.050153355	0.66503518	NA
ENSG00000254440	PBOV1	0.045928577	0.665094782	59351
ENSG00000226970		-0.045938694	0.665111968	NA
ENSG00000235411		-0.039405138	0.665116168	NA
ENSG00000074771	NOX3	0.048720534	0.665131472	50508
ENSG00000115163	CENPA	0.049079819	0.665188715	1058
ENSG00000206417	H1FX-AS1	-0.044811362	0.665291303	NA
ENSG00000258545	RHOXF1-AS1	-0.038122984	0.665296609	101928969
ENSG00000163320	CGGBP1	-0.042639956	0.665387851	8545
ENSG00000181652	ATG9B	0.042850127	0.665745503	285973
ENSG00000162385	MAGOH	0.070725592	0.665912175	4116
ENSG00000214407	LINC02085	-0.044853424	0.665945493	152225
ENSG00000243772	KIR2DL3	0.050015115	0.666139007	3804
ENSG00000225532		0.037069231	0.666210157	NA
ENSG00000106483	SFRP4	0.053158497	0.666223433	6424
ENSG00000060656	PTPRU	0.045636074	0.666240335	10076
ENSG00000146830	GIGYF1	0.041305315	0.666323739	64599
ENSG00000124222	STX16	0.046672175	0.666401506	8675
ENSG00000105641	SLC5A5	0.043949434	0.666535378	6528
ENSG00000199059	MIR135B	0.041328367	0.666574016	442891
ENSG00000004809	SLC22A16	0.045022285	0.666698766	85413
ENSG00000176495	OR5AN1	-0.044688439	0.667027994	390195
ENSG00000232160	RAP2C-AS1	-0.047740722	0.667053398	101928578
ENSG00000207994	MIR100	0.05155417	0.667074989	406892
ENSG00000207869	MIR498	-0.041424299	0.667186417	574460
ENSG00000253690		0.040844148	0.667206339	NA
ENSG00000257108	NHLRC4	0.044753572	0.667255471	283948
ENSG00000179388	EGR3	0.051592724	0.667419637	1960
ENSG00000177186	OR2M7	0.03816906	0.667585019	391196
ENSG00000198231	DDX42	-0.048865227	0.667626932	11325
ENSG00000136231	IGF2BP3	0.036802159	0.667785088	10643
ENSG00000170703	TTLL6	-0.039972381	0.667796192	284076
ENSG00000168939	SPRY3	-0.037472715	0.667797629	10251
ENSG00000095002	MSH2	0.043092895	0.668002393	4436
ENSG00000175544	CABP4	0.040950934	0.668134953	57010
ENSG00000171873	ADRA1D	-0.043229489	0.668166753	146
ENSG00000124610	HIST1H1A	-0.047035263	0.668184607	3024
ENSG00000207644	MIR512-2	-0.040738739	0.668337904	574459
ENSG00000072315	TRPC5	-0.038337106	0.668388166	7224
ENSG00000172769	OR5B3	0.047558672	0.668430289	441608
ENSG00000223128	RN7SKP140	0.044705845	0.668558137	NA
ENSG00000175215	CTDSP2	0.04163575	0.668584711	10106
ENSG00000113360	DROSHA	0.05059702	0.668632632	29102
ENSG00000274376	ADAMTS7P1	0.045993413	0.6687343	NA
ENSG00000258708	SLC25A21-AS1	-0.034667733	0.668917331	100129794
ENSG00000154274	C4orf19	0.05798439	0.668966318	55286
ENSG00000174206	C12orf66	-0.048773268	0.66897723	144577
ENSG00000253953	PCDHGB4	0.045358748	0.6690037	8641
ENSG00000089101	CFAP61	-0.041220444	0.669025393	26074
ENSG00000138792	ENPEP	0.041917718	0.669031406	2028
ENSG00000107821	KAZALD1	-0.05049254	0.669097836	81621
ENSG00000207628	MIR651	0.046455657	0.669116974	723779
ENSG00000235253		0.046865495	0.669217139	NA
ENSG00000143952	VPS54	0.037056797	0.669290881	51542
ENSG00000134339	SAA2	-0.041821094	0.669319891	6289
ENSG00000207706	MIR518F	-0.054967747	0.669361985	574472
ENSG00000112406	HECA	-0.040542424	0.66952546	51696
ENSG00000179914	ITLN1	-0.043832916	0.669591287	55600
ENSG00000258253		-0.046340308	0.669682103	NA
ENSG00000173908	KRT28	-0.041025565	0.66978466	162605
ENSG00000203757	OR6K3	-0.05153684	0.670017088	391114
ENSG00000240898		0.059150333	0.670092597	NA
ENSG00000204044	SLC12A5-AS1	0.047744876	0.670113252	109729184
