ensembl_gene_id	logFC_ICM	PValue_ICM	hgnc_symbol	entrezgene
ENSG00000197557	-0.424662364	0.32705984	TTC30A	92104
ENSG00000197561	-1.068538321	0.169326346	ELANE	1991
ENSG00000197562	0.63884029	0.040896712	RAB40C	57799
ENSG00000197563	-0.318682267	0.129472205	PIGN	23556
ENSG00000197565	-0.090220595	0.722930658	COL4A6	1288
ENSG00000197566	0.299904041	0.547884443	ZNF624	57547
ENSG00000197568	0.431107681	0.084232308	HHLA3	11147
ENSG00000197576	0.146003253	0.79427473	HOXA4	3201
ENSG00000197579	-0.316404145	0.100547912	TOPORS	10210
ENSG00000197580	0.55597832	0.002044651	BCO2	83875
ENSG00000197584	-0.179210733	0.644639787	KCNMB2	10242
ENSG00000197586	0.216242698	0.170274705	ENTPD6	955
ENSG00000197594	-0.023571706	0.940862757	ENPP1	5167
ENSG00000197599	1.022655627	0.041867653	CCDC154	645811
ENSG00000197601	-0.125852834	0.476552576	FAR1	84188
ENSG00000197603	0.338144614	0.100922893	CPLANE1	65250
ENSG00000197608	0.071041942	0.744292512	ZNF841	284371
ENSG00000197614	0.756560125	0.008007428	MFAP5	8076
ENSG00000197616	-1.183125599	0.001918352	MYH6	4624
ENSG00000197619	0.229882687	0.2425249	ZNF615	284370
ENSG00000197620	0.241322552	0.421529667	CXorf40A	91966
ENSG00000197622	0.272063506	0.131046823	CDC42SE1	56882
ENSG00000197629	0.490611313	0.116547951	MPEG1	219972
ENSG00000197635	-0.168072212	0.622764242	DPP4	1803
ENSG00000197641	-1.816080062	0.057986201	SERPINB13	5275
ENSG00000197646	-0.367206285	0.418069219	PDCD1LG2	80380
ENSG00000197647	-0.030106595	0.935283314	ZNF433	163059
ENSG00000197653	0.199456218	0.682531205	DNAH10	196385
ENSG00000197694	0.520605656	0.000351788	SPTAN1	6709
ENSG00000197696	0.624596147	0.222797981	NMB	4828
ENSG00000197702	0.103536458	0.461919939	PARVA	55742
ENSG00000197705	-0.295139093	0.637985142	KLHL14	57565
ENSG00000197712	0.02888046	0.83216117	FAM114A1	92689
ENSG00000197713	-0.110548594	0.629829223	RPE	6120
ENSG00000197714	-0.936539484	0.019291349	ZNF460	10794
ENSG00000197724	0.186402442	0.215795698	PHF2	5253
ENSG00000197728	-0.098076337	0.710931645	RPS26	6231
ENSG00000197746	-0.187945661	0.40213282	PSAP	5660
ENSG00000197747	-0.394321079	0.180558854	S100A10	6281
ENSG00000197748	0.592266386	0.327663491	CFAP43	80217
ENSG00000197756	0.494334292	0.089137507	RPL37A	6168
ENSG00000197757	0.212118889	0.704779656	HOXC6	3223
ENSG00000197763	-0.296448772	0.308284198	TXNRD3	114112
ENSG00000197763	-0.296448772	0.308284198	TXNRD3	645840
ENSG00000197766	-0.294748421	0.359159922	CFD	1675
ENSG00000197771	-0.815633411	0.001830354	MCMBP	79892
ENSG00000197774	0.673728394	0.325088235	EME2	197342
ENSG00000197776	-0.294479655	0.21670631	KLHDC1	122773
ENSG00000197779	-0.037763683	0.902414089	ZNF81	347344
ENSG00000197780	-0.849775847	0.019143706	TAF13	6884
ENSG00000197782	0.445627909	0.069872241	ZNF780A	284323
ENSG00000197785	0.134929738	0.544179011	ATAD3A	55210
ENSG00000197798	0.070632315	0.710235513	FAM118B	79607
ENSG00000197808	-0.527552035	0.118165206	ZNF461	92283
ENSG00000197813	0.276701054	0.567505535		NA
ENSG00000197816	0.538087182	0.055684437	CCDC180	100499483
ENSG00000197818	0.291076736	0.166480986	SLC9A8	23315
ENSG00000197822	-0.471199748	0.325547136	OCLN	100506658
ENSG00000197837	0.425268157	0.427135899	HIST4H4	121504
ENSG00000197841	-0.398419092	0.145404417	ZNF181	339318
ENSG00000197852	-0.130787484	0.438997633	INKA2	55924
ENSG00000197857	0.273699771	0.108827347	ZNF44	51710
ENSG00000197858	0.368753933	0.034967443	GPAA1	8733
ENSG00000197859	0.058523727	0.880449681	ADAMTSL2	9719
ENSG00000197860	0.056907752	0.820075273	SGTB	54557
ENSG00000197863	0.243944247	0.438484708	ZNF790	388536
ENSG00000197872	-0.318334438	0.175293363	FAM49A	81553
ENSG00000197879	0.222104458	0.100134591	MYO1C	4641
ENSG00000197885	-0.438617197	0.110105426	NKIRAS1	28512
ENSG00000197892	0.45828649	0.033647025	KIF13B	23303
ENSG00000197893	-0.451301236	0.211898353	NRAP	4892
ENSG00000197894	-0.535176369	0.064275834	ADH5	128
ENSG00000197903	0.692554347	0.004105349	HIST1H2BK	85236
ENSG00000197905	-0.7461243	0.07624463	TEAD4	7004
ENSG00000197912	-0.190677813	0.340369404	SPG7	6687
ENSG00000197921	1.259865557	0.014455185	HES5	388585
ENSG00000197927	-1.762572028	0.039393285	C2orf27A	NA
ENSG00000197928	0.041246575	0.889489164	ZNF677	342926
ENSG00000197930	-0.069359525	0.761413763	ERO1A	30001
ENSG00000197933	0.750345102	0.010155868	ZNF823	55552
ENSG00000197935	0.174274008	0.781818179	ZNF311	282890
ENSG00000197937	-0.377200027	0.290412043	ZNF347	84671
ENSG00000197943	-0.113323348	0.708316716	PLCG2	5336
ENSG00000197948	0.105564743	0.708279497	FCHSD1	89848
ENSG00000197951	-0.253511862	0.312030969	ZNF71	58491
ENSG00000197956	0.434767946	0.077572564	S100A6	6277
ENSG00000197958	-0.107945166	0.576066905	RPL12	6136
ENSG00000197959	0.069820803	0.823075268	DNM3	26052
ENSG00000197961	-0.788304863	0.045198008	ZNF121	7675
ENSG00000197965	-0.239259268	0.136387545	MPZL1	9019
ENSG00000197969	-0.006758805	0.964063759	VPS13A	23230
ENSG00000197971	-0.129862189	0.594163305	MBP	4155
ENSG00000197976	0.112771771	0.739598348	AKAP17A	8227
ENSG00000197977	-1.203246476	0.000470889	ELOVL2	54898
ENSG00000197982	0.26081995	0.11599412	C1orf122	127687
ENSG00000197991	-0.977415417	0.055269678		NA
ENSG00000197993	-1.107201887	0.143739823	KEL	3792
ENSG00000198000	0.157231827	0.356924699	NOL8	55035
ENSG00000198001	-0.074944617	0.722352744	IRAK4	51135
ENSG00000198003	-0.189872789	0.686042979	CCDC151	115948
ENSG00000198010	1.121589441	0.052684501	DLGAP2	9228
ENSG00000198015	-0.284823676	0.190929218	MRPL42	28977
ENSG00000198018	-0.243581581	0.636754867	ENTPD7	57089
ENSG00000198026	0.113618834	0.652508824	ZNF335	63925
ENSG00000198028	0.047880159	0.934176829	ZNF560	147741
ENSG00000198034	-0.468244681	0.018160884	RPS4X	6191
ENSG00000198039	0.282832768	0.529649759	ZNF273	10793
ENSG00000198040	0.225634988	0.23006058	ZNF84	7637
ENSG00000198042	0.012648481	0.963605372	MAK16	84549
ENSG00000198046	0.02773941	0.918014325	ZNF667	63934
ENSG00000198049	-0.519885816	0.439971213	AVPR1B	553
ENSG00000198053	0.070825701	0.750544505	SIRPA	140885
ENSG00000198055	0.080466396	0.625302754	GRK6	2870
ENSG00000198056	-0.210691087	0.694731924	PRIM1	5557
ENSG00000198060	-0.906644462	0.004540545	MARCH5	54708
ENSG00000198064	-0.100307646	0.791620168	NPIPB13	613037
ENSG00000198075	-0.620398744	0.17066957	SULT1C4	27233
ENSG00000198081	-0.281035893	0.306536883	ZBTB14	7541
ENSG00000198087	-0.346637336	0.050444128	CD2AP	23607
ENSG00000198088	1.308847095	0.030715227	NUP62CL	54830
ENSG00000198089	0.135665707	0.587114771	SFI1	9814
ENSG00000198093	-0.546216757	0.043665633	ZNF649	65251
ENSG00000198105	0.15408209	0.330202712	ZNF248	57209
ENSG00000198106	1.093997118	0.000978921		NA
ENSG00000198108	-0.020534746	0.966110542	CHSY3	337876
ENSG00000198113	-0.172276149	0.419195886	TOR4A	54863
ENSG00000198121	-0.708886386	0.013684936	LPAR1	1902
ENSG00000198125	0.290842202	0.16256827	MB	4151
ENSG00000198130	-0.125819116	0.51616501	HIBCH	26275
ENSG00000198131	0.303764861	0.116982074	ZNF544	27300
ENSG00000198133	0.080385725	0.866255755	TMEM229B	161145
ENSG00000198142	-0.253729311	0.341591303	SOWAHC	65124
ENSG00000198146	-0.650414348	0.000869113	ZNF770	54989
ENSG00000198157	0.172244052	0.622419564	HMGN5	79366
ENSG00000198160	-0.060398802	0.697791465	MIER1	57708
ENSG00000198162	-0.090157385	0.521100679	MAN1A2	10905
ENSG00000198168	0.04498943	0.803992479	SVIP	258010
ENSG00000198169	0.39485012	0.063666338	ZNF251	90987
ENSG00000198171	0.078184157	0.679061298	DDRGK1	65992
ENSG00000198176	-1.181086922	0.000370577	TFDP1	7027
ENSG00000198182	0.234715287	0.331398688	ZNF607	84775
ENSG00000198185	0.253797482	0.549232239	ZNF334	55713
ENSG00000198189	-0.00552546	0.97823582	HSD17B11	51170
ENSG00000198198	0.345143702	0.10967751	SZT2	23334
ENSG00000198203	1.042764505	0.063042232	SULT1C2	6819
ENSG00000198205	-0.52353379	0.216338118	ZXDA	7789
ENSG00000198208	0.979160004	3.46e-05	RPS6KL1	83694
ENSG00000198216	0.595635888	0.136974699	CACNA1E	777
ENSG00000198218	-0.384908666	0.018085201	QRICH1	54870
ENSG00000198223	0.206173273	0.679246302	CSF2RA	1438
ENSG00000198225	-2.473510222	0.001849186	FKBP1C	NA
ENSG00000198231	-0.097561203	0.450188487	DDX42	11325
ENSG00000198242	-0.092884831	0.719877308	RPL23A	6147
ENSG00000198246	0.109444386	0.803208194	SLC29A3	55315
ENSG00000198252	-0.244692382	0.212218369	STYX	6815
ENSG00000198258	0.642806423	0.006241969	UBL5	59286
ENSG00000198265	0.110714353	0.400175714	HELZ	9931
ENSG00000198270	-0.078098778	0.761636182	TMEM116	89894
ENSG00000198276	0.103145911	0.526312619	UCKL1	54963
ENSG00000198286	0.631250932	0.269762682	CARD11	84433
ENSG00000198298	0.120300296	0.821478986	ZNF485	220992
ENSG00000198300	-0.047957495	0.822619625		5178
ENSG00000198301	-0.338535621	0.087598573	SDAD1	55153
ENSG00000198315	-1.263195426	0.013142506	ZKSCAN8	7745
ENSG00000198324	-0.075392266	0.717581118	PHETA1	144717
ENSG00000198331	-0.634171312	0.062185288	HYLS1	219844
ENSG00000198336	-0.148130055	0.750032277	MYL4	4635
ENSG00000198342	0.481082715	0.359136484	ZNF442	79973
ENSG00000198346	-0.002590132	0.994944578	ZNF813	126017
ENSG00000198355	-0.321456716	0.101948515	PIM3	415116
ENSG00000198356	-0.103925521	0.658324113	ASNA1	439
ENSG00000198363	-0.283283437	0.060024833	ASPH	444
ENSG00000198369	-0.344706054	0.082430154	SPRED2	200734
ENSG00000198373	0.228424102	0.158108299	WWP2	11060
ENSG00000198380	-0.327259455	0.088708184	GFPT1	2673
ENSG00000198382	-0.005640925	0.972498604	UVRAG	7405
ENSG00000198393	0.179980064	0.353949608	ZNF26	7574
ENSG00000198399	-0.158388993	0.267013142	ITSN2	50618
ENSG00000198400	0.678407775	0.163975162	NTRK1	4914
ENSG00000198408	0.078756684	0.551697096	OGA	10724
ENSG00000198417	0.759072378	0.184615761	MT1F	4494
ENSG00000198420	-0.419930624	0.140043881	TCAF1	9747
ENSG00000198429	0.094053048	0.794965809	ZNF69	7620
ENSG00000198431	-0.839015006	0.036637916	TXNRD1	7296
ENSG00000198435	0.178284293	0.563815087	NRARP	441478
ENSG00000198440	-0.092140304	0.708433064	ZNF583	147949
ENSG00000198453	-0.146137117	0.611356182	ZNF568	374900
ENSG00000198455	0.215222083	0.57281394	ZXDB	158586
ENSG00000198464	0.097198545	0.676349209	ZNF480	147657
ENSG00000198466	0.350110834	0.032390554	ZNF587	84914
ENSG00000198467	0.253133753	0.275615601	TPM2	7169
ENSG00000198478	0.32130204	0.220946296	SH3BGRL2	83699
ENSG00000198482	-0.76217678	0.05854772	ZNF808	388558
ENSG00000198483	0.227050055	0.581844243	ANKRD35	148741
ENSG00000198492	-0.345435803	0.063129246	YTHDF2	51441
ENSG00000198498	0.031170253	0.914999237	TMA16	55319
ENSG00000198502	0.029043932	0.947149329	HLA-DRB5	3127
ENSG00000198513	0.491714743	0.348544859	ATL1	51062
ENSG00000198515	0.879458558	0.075724871	CNGA1	1259
ENSG00000198517	0.686359168	0.004076578	MAFK	7975
ENSG00000198520	-0.500234933	0.37746818	ARMH1	339541
ENSG00000198521	0.41918312	0.20773701	ZNF43	7594
ENSG00000198522	-0.27001883	0.197061695	GPN1	11321
ENSG00000198523	-0.925277093	0.010078131	PLN	5350
ENSG00000198538	-0.472673436	0.296285879	ZNF28	7576
ENSG00000198542	0.090801465	0.818684964	ITGBL1	9358
ENSG00000198546	0.107778451	0.611768262	ZNF511	118472
ENSG00000198551	-0.102507015	0.689167779	ZNF627	199692
ENSG00000198553	0.210850821	0.69922357	KCNRG	283518
ENSG00000198554	0.157976252	0.609270017	WDHD1	11169
ENSG00000198556	0.562498445	0.02963874	ZNF789	285989
ENSG00000198561	-0.090645619	0.494188166	CTNND1	1500
ENSG00000198563	0.335953777	0.060495352	DDX39B	7919
ENSG00000198570	0.127583229	0.842774316	RD3	343035
ENSG00000198574	-0.285567715	0.626472042	SH2D1B	117157
ENSG00000198576	0.056071367	0.943327143	ARC	23237
ENSG00000198580	0.018679455	0.973578079		NA
ENSG00000198585	0.089797988	0.613068736	NUDT16	131870
ENSG00000198586	-0.2439077	0.104364474	TLK1	9874
ENSG00000198589	-0.030325694	0.891887753	LRBA	987
ENSG00000198590	-0.028393448	0.947818846	C3orf35	339883
ENSG00000198597	0.391676856	0.292656264	ZNF536	9745
ENSG00000198598	-0.099845809	0.837840817	MMP17	4326
ENSG00000198604	-0.617557144	0.055472663	BAZ1A	11177
ENSG00000198612	-0.156849042	0.510071653	COPS8	10920
ENSG00000198624	-0.787698779	0.001137157	CCDC69	26112
ENSG00000198625	-0.067850514	0.683231407	MDM4	4194
ENSG00000198626	-0.078289397	0.693064302	RYR2	6262
ENSG00000198633	1.168698281	0.034848788	ZNF534	147658
ENSG00000198642	-0.144172557	0.483884819	KLHL9	55958
ENSG00000198646	-0.085930619	0.616805319	NCOA6	23054
ENSG00000198648	-0.408082526	0.094235603	STK39	27347
ENSG00000198663	-0.387653984	0.056502577	C6orf89	221477
ENSG00000198668	0.133880366	0.358592827	CALM1	801
ENSG00000198673	0.184739492	0.792513049	FAM19A2	338811
ENSG00000198677	-0.419794776	0.081745655	TTC37	9652
ENSG00000198680	-0.180436678	0.486016554	TUSC1	286319
ENSG00000198682	-0.249452007	0.404443498	PAPSS2	9060
ENSG00000198689	-0.261428339	0.137472352	SLC9A6	10479
ENSG00000198690	-0.022016726	0.885739351	FAN1	22909
ENSG00000198691	0.186610604	0.718757837	ABCA4	24
ENSG00000198692	-0.357374898	0.511135868	EIF1AY	9086
ENSG00000198695	0.65329792	0.152164496	MT-ND6	4541
ENSG00000198700	0.090610069	0.53629811	IPO9	55705
ENSG00000198707	0.290182888	0.08100044	CEP290	80184
ENSG00000198712	-0.047310153	0.945280699	MT-CO2	4513
ENSG00000198715	-0.118479461	0.708183846	GLMP	112770
ENSG00000198718	-0.151275379	0.548563345	TOGARAM1	23116
ENSG00000198719	0.549145306	0.062757579	DLL1	28514
ENSG00000198720	-0.03969481	0.896775948	ANKRD13B	124930
ENSG00000198721	-0.489363522	0.0404928	ECI2	10455
ENSG00000198722	0.038575291	0.794557386	UNC13B	10497
ENSG00000198727	0.112678905	0.880640604	MT-CYB	4519
ENSG00000198728	-0.545428297	0.032653762	LDB1	8861
ENSG00000198729	-0.173501789	0.407107324	PPP1R14C	81706
ENSG00000198730	-0.01999959	0.885900807	CTR9	9646
ENSG00000198732	0.040380273	0.950214258	SMOC1	64093
ENSG00000198734	-0.174074652	0.73151418	F5	2153
ENSG00000198736	0.320104218	0.132077114	MSRB1	51734
ENSG00000198740	-0.259792182	0.280347286	ZNF652	22834
ENSG00000198742	-0.416778692	0.047802944	SMURF1	57154
ENSG00000198743	-0.497205411	0.032955269	SLC5A3	6526
ENSG00000198746	-0.205226528	0.334116273	GPATCH3	63906
ENSG00000198752	0.124508754	0.364011284	CDC42BPB	9578
ENSG00000198753	0.483527191	0.187852254	PLXNB3	5365
ENSG00000198754	0.626442815	0.289490065	OXCT2	64064
ENSG00000198755	-0.984323762	0.002825687	RPL10A	4736
ENSG00000198756	0.227092659	0.465778923	COLGALT2	23127
ENSG00000198758	1.775582013	0.035163294	EPS8L3	79574
ENSG00000198759	-0.411272293	0.598206308	EGFL6	25975
ENSG00000198763	-0.183926352	0.812185857	MT-ND2	4536
ENSG00000198768	0.052322435	0.934841856	APCDD1L	164284
ENSG00000198771	-0.406418784	0.081152065	RCSD1	92241
ENSG00000198774	-0.016757145	0.971431236	RASSF9	9182
ENSG00000198780	-0.300141603	0.353745654	FAM169A	26049
ENSG00000198783	0.142158373	0.544594317	ZNF830	91603
ENSG00000198785	-0.393161062	0.509650069	GRIN3A	116443
ENSG00000198786	0.411748711	0.549044604	MT-ND5	4540
ENSG00000198788	0.390354444	0.464890178	MUC2	4583
ENSG00000198791	-0.451773835	0.020360341	CNOT7	29883
ENSG00000198792	0.037970297	0.814721181	TMEM184B	25829
ENSG00000198793	-0.372326242	0.075531779	MTOR	2475
ENSG00000198794	0.664145123	0.063359989	SCAMP5	192683
ENSG00000198795	-0.320928675	0.238998681	ZNF521	25925
ENSG00000198796	-0.248247424	0.288379609	ALPK2	115701
ENSG00000198797	-0.276536024	0.689356859	BRINP2	57795
ENSG00000198799	-0.198002958	0.360257358	LRIG2	9860
ENSG00000198804	0.484303066	0.524327525	MT-CO1	4512
ENSG00000198805	-0.52282897	0.13381976	PNP	4860
ENSG00000198807	-0.081667764	0.897915541	PAX9	5083
ENSG00000198812	-0.175388169	0.598296241	LRRC10	376132
ENSG00000198814	0.476414332	0.049127784	GK	2710
ENSG00000198815	-0.287668895	0.046338622	FOXJ3	22887
ENSG00000198816	0.545174554	0.018240017	ZNF358	140467
ENSG00000198818	-0.099589409	0.608921532	SFT2D1	113402
ENSG00000198821	0.557188394	0.234393881	CD247	919
ENSG00000198822	0.794801787	0.238295835	GRM3	2913
ENSG00000198824	-0.487478099	0.123293537	CHAMP1	283489
ENSG00000198825	-0.198965231	0.526535984	INPP5F	22876
ENSG00000198826	-0.543376797	0.259811333	ARHGAP11A	9824
ENSG00000198830	0.470578828	0.115149272	HMGN2	3151
ENSG00000198832	0.285453958	0.287918685	SELENOM	140606
ENSG00000198833	-0.186842649	0.262991758	UBE2J1	51465
ENSG00000198835	-0.107602648	0.857340417	GJC2	57165
ENSG00000198836	-0.219873702	0.299669371	OPA1	4976
ENSG00000198837	-0.013866086	0.925968181	DENND4B	9909
ENSG00000198838	0.357109764	0.356563378	RYR3	6263
ENSG00000198839	-0.017322845	0.935661633	ZNF277	11179
ENSG00000198840	0.438878372	0.519440135	MT-ND3	4537
ENSG00000198841	-0.702740778	0.068066662	KTI12	112970
ENSG00000198842	0.653199367	0.001884067	DUSP27	92235
ENSG00000198843	-0.674495442	0.022793051	SELENOT	51714
ENSG00000198844	0.433916608	0.047718491	ARHGEF15	22899
ENSG00000198846	-1.787843641	0.002369038	TOX	9760
ENSG00000198848	0.04598968	0.896378672	CES1	1066
ENSG00000198851	0.892302001	0.047686028	CD3E	916
ENSG00000198853	-0.238359126	0.478065112	RUSC2	9853
ENSG00000198855	-0.255180219	0.389369417	FICD	11153
ENSG00000198856	-0.119299811	0.641734588	OSTC	58505
ENSG00000198858	0.040695151	0.855121139	R3HDM4	91300
ENSG00000198860	0.0224166	0.880149591	TSEN15	116461
ENSG00000198862	0.036374885	0.830522579	LTN1	26046
ENSG00000198863	-0.209592293	0.227841423	RUNDC1	146923
ENSG00000198865	0.198059977	0.711690787	CCDC152	100129792
ENSG00000198870	1.070584566	0.100584225	STKLD1	169436
ENSG00000198873	-0.41529642	0.100149158	GRK5	2869
ENSG00000198874	-0.387651786	0.126309598	TYW1	55253
ENSG00000198876	-0.585466267	0.014054831	DCAF12	25853
ENSG00000198879	-0.700746634	0.018834075	SFMBT2	57713
ENSG00000198881	-0.350903851	0.450294418	ASB12	142689
ENSG00000198885	-0.663779112	0.181459317	ITPRIPL1	150771
ENSG00000198886	0.196843173	0.796569697	MT-ND4	4538
ENSG00000198887	-0.249277402	0.33153041	SMC5	23137
ENSG00000198888	-0.23892045	0.74885285	MT-ND1	4535
ENSG00000198889	0.338244116	0.655583786	DCAF12L1	139170
ENSG00000198890	-0.572013634	0.083459851	PRMT6	55170
ENSG00000198892	-0.368058567	0.040641871	SHISA4	149345
ENSG00000198894	-0.944790084	0.008333933	CIPC	85457
ENSG00000198898	-0.62172257	0.007770998	CAPZA2	830
ENSG00000198899	0.242220857	0.731409645	MT-ATP6	4508
ENSG00000198900	-0.402649862	0.037366668	TOP1	7150
ENSG00000198901	0.346086479	0.382429589	PRC1	9055
ENSG00000198908	-0.036378312	0.905223817	BHLHB9	80823
ENSG00000198909	0.055192746	0.818586532	MAP3K3	4215
ENSG00000198910	-0.649708324	0.120313136	L1CAM	3897
ENSG00000198911	-0.207875402	0.225829155	SREBF2	6721
ENSG00000198912	-0.008812906	0.965541991	C1orf174	339448
ENSG00000198915	0.550461226	0.127228243	RASGEF1A	221002
ENSG00000198917	0.125390853	0.617770454	SPOUT1	51490
ENSG00000198918	-0.236592332	0.480034335	RPL39	6170
ENSG00000198919	0.305506309	0.137267534	DZIP3	9666
ENSG00000198920	0.137271663	0.582219887	KIAA0753	9851
ENSG00000198924	0.055111805	0.831422773	DCLRE1A	9937
ENSG00000198925	-0.163155403	0.334210995	ATG9A	79065
ENSG00000198929	0.694511618	0.011746483	NOS1AP	9722
ENSG00000198931	0.361393565	0.136972885	APRT	353
ENSG00000198932	0.154634554	0.403653628	GPRASP1	9737
ENSG00000198933	0.217604972	0.381733928	TBKBP1	9755
ENSG00000198934	0.11494697	0.789861654	MAGEE1	57692
ENSG00000198937	-0.173259077	0.395700568	CCDC167	154467
ENSG00000198938	0.480406163	0.501600881	MT-CO3	4514
ENSG00000198939	0.558468338	0.126846175	ZFP2	80108
ENSG00000198945	-1.314570944	0.001108744	L3MBTL3	84456
ENSG00000198947	0.145322616	0.316193218	DMD	1756
ENSG00000198948	-0.266071946	0.369138658	MFAP3L	9848
ENSG00000198951	-0.101304282	0.573730404	NAGA	4668
ENSG00000198952	-0.318102458	0.060392418	SMG5	23381
ENSG00000198954	0.018499556	0.93561972	KIF1BP	26128
ENSG00000198959	-0.391777153	0.055384927	TGM2	7052
ENSG00000198960	-0.435372654	0.177378807	ARMCX6	54470
ENSG00000198961	-0.377184735	0.03229456	PJA2	9867
ENSG00000198963	-0.674486966	0.189001113	RORB	6096
ENSG00000198964	-1.032656909	0.000792913	SGMS1	259230
ENSG00000203326	-0.201527842	0.450896989	ZNF525	170958
ENSG00000203392	1.106077968	0.0442967		NA
ENSG00000203485	0.267156454	0.202958798	INF2	64423
ENSG00000203618	0.986165514	0.001135906	GP1BB	2812
ENSG00000203666	0.462172473	0.058555004	EFCAB2	84288
ENSG00000203667	0.172031902	0.329950854	COX20	116228
ENSG00000203668	-0.594694791	0.045438836	CHML	1122
ENSG00000203684	-0.437080331	0.51165558	IBA57-DT	NA
ENSG00000203685	-0.512665039	0.15038809	STUM	375057
ENSG00000203697	1.079567682	0.104125952	CAPN8	388743
ENSG00000203705	-0.064915768	0.773727656	TATDN3	128387
ENSG00000203706	0.431453438	0.318376799	SERTAD4-AS1	NA
ENSG00000203709	-1.164903983	0.147492135	MIR29B2CHG	NA
ENSG00000203710	0.576512948	0.303436546	CR1	1378
ENSG00000203724	0.588451219	0.172661904	C1orf53	388722
ENSG00000203727	-0.221924739	0.516557341	SAMD5	389432
ENSG00000203734	0.506382938	0.24926664	ECT2L	345930
ENSG00000203737	0.301354348	0.653826527	GPR52	9293
ENSG00000203740	-0.77298592	0.137178539	METTL11B	149281
ENSG00000203747	-1.220390975	0.04180081	FCGR3A	2214
ENSG00000203760	0.406102413	0.577991782	CENPW	387103
ENSG00000203778	0.04440394	0.839862315	FAM229B	619208
ENSG00000203780	1.16654245	0.090446886	FANK1	92565
ENSG00000203791	0.206702734	0.379305531	EEF1AKMT2	399818
ENSG00000203797	-0.28180031	0.347901293	DDO	8528
ENSG00000203865	0.457181518	0.498412556	ATP1A1-AS1	NA
ENSG00000203867	0.152968189	0.353653197	RBM20	282996
ENSG00000203872	0.469379846	0.114802132	C6orf163	206412
ENSG00000203876	-0.43458006	0.424821737	ADD3-AS1	NA
ENSG00000203879	0.32221645	0.058817514	GDI1	2664
ENSG00000203880	-0.057358798	0.799489924	PCMTD2	55251
ENSG00000203883	0.668904367	0.005124902	SOX18	54345
ENSG00000203896	1.644219525	0.000354586	LIME1	54923
ENSG00000203930	0.341869471	0.543001666	LINC00632	NA
ENSG00000203942	0.68940254	0.153000833	C10orf62	414157
ENSG00000203943	0.147689289	0.777539305	SAMD13	148418
ENSG00000203950	0.298584132	0.194330417	RTL8A	26071
ENSG00000203965	-0.249920145	0.339132924	EFCAB7	84455
ENSG00000203993	0.54798492	0.028214998	ARRDC1-AS1	NA
ENSG00000204052	0.186182045	0.743449745	LRRC73	221424
ENSG00000204060	0.339474529	0.320840117	FOXO6	100132074
ENSG00000204070	-0.176494334	0.323302927	SYS1	90196
ENSG00000204084	-0.169780952	0.415541695	INPP5B	3633
ENSG00000204086	-0.302218541	0.645841995	RPA4	29935
ENSG00000204099	0.205291673	0.749130633	NEU4	129807
ENSG00000204103	-0.527138164	0.052771572	MAFB	9935
ENSG00000204104	-0.050209	0.804287313	TRAF3IP1	26146
ENSG00000204116	-1.170461521	0.026059856	CHIC1	53344
ENSG00000204120	-0.194918971	0.087940548	GIGYF2	26058
ENSG00000204128	-0.551145186	0.398589478	C2orf72	257407
ENSG00000204130	0.219784078	0.192933528	RUFY2	55680
ENSG00000204131	-0.956137802	0.197603796	NHSL2	340527
ENSG00000204131	-0.956137802	0.197603796	NHSL2	392490
ENSG00000204138	-0.388129559	0.126294488	PHACTR4	65979
ENSG00000204147	-1.543886167	0.045658782	ASAH2B	653308
ENSG00000204149	-0.032326192	0.928979024	AGAP6	414189
ENSG00000204152	-0.255165353	0.595868406	TIMM23B	100652748
ENSG00000204160	-0.151227258	0.427454877	ZDHHC18	84243
ENSG00000204161	-0.538235952	0.06860274	TMEM273	170371
ENSG00000204165	1.6377879	0.04314287	CXorf65	158830
ENSG00000204172	0.481893521	0.31009887	AGAP9	642517
ENSG00000204175	1.219602918	0.060236618	GPRIN2	9721
ENSG00000204176	-0.928106292	0.091511822	SYT15	83849
ENSG00000204178	-0.136720459	0.362787894	MACO1	55219
ENSG00000204186	-0.665410275	0.012851518	ZDBF2	57683
ENSG00000204209	-0.093166199	0.599262937	DAXX	1616
ENSG00000204217	-0.590527435	0.004791879	BMPR2	659
ENSG00000204219	-0.417543788	0.052634114	TCEA3	6920
ENSG00000204220	0.488589986	0.051480945	PFDN6	10471
ENSG00000204227	0.30270354	0.104604506	RING1	6015
ENSG00000204228	0.181965572	0.466574955	HSD17B8	7923
ENSG00000204231	-0.051933077	0.75708476	RXRB	6257
ENSG00000204237	0.696968298	0.005228569	OXLD1	339229
ENSG00000204248	0.364480205	0.25401583	COL11A2	1302
ENSG00000204252	-0.766905312	0.075750044	HLA-DOA	3111
ENSG00000204256	-0.226268347	0.186989164	BRD2	6046
ENSG00000204257	0.169688584	0.493139231	HLA-DMA	3108
ENSG00000204262	0.195260331	0.487995648	COL5A2	1290
ENSG00000204264	-0.157580381	0.592462584	PSMB8	5696
ENSG00000204267	-0.748919247	0.029109103	TAP2	6891
ENSG00000204287	-0.333434386	0.253113369	HLA-DRA	3122
ENSG00000204291	-0.404391438	0.077184193	COL15A1	1306
ENSG00000204301	0.009714348	0.961151036	NOTCH4	4855
ENSG00000204304	0.123124915	0.508709923	PBX2	5089
ENSG00000204305	1.021399244	0.010245559	AGER	177
