ensembl_gene_id	hgnc_symbol	logFC_RETT_FC	PValue_RETT_FC	entrezgene
ENSG00000138678	GPAT3	0.097710822	0.655307339	84803
ENSG00000148950	IMMP1L	0.053986676	0.655447126	196294
ENSG00000181284	TMEM102	0.059463707	0.655518088	284114
ENSG00000183840	GPR39	0.045031358	0.655519963	2863
ENSG00000227507	LTB	0.044070415	0.655594244	4050
ENSG00000127533	F2RL3	-0.040758059	0.655787733	9002
ENSG00000184343	SRPK3	-0.057985743	0.65594228	26576
ENSG00000213237		0.060901514	0.655947834	NA
ENSG00000261696		0.061261614	0.655971898	NA
ENSG00000125975	C20orf173	0.043214908	0.656061247	140873
ENSG00000118298	CA14	-0.159067498	0.656315846	23632
ENSG00000198028	ZNF560	0.045251138	0.656325764	147741
ENSG00000204160	ZDHHC18	0.048658065	0.656477168	84243
ENSG00000124091	GCNT7	-0.035272106	0.656493347	140687
ENSG00000141959	PFKL	-0.042200817	0.656495291	5211
ENSG00000188558	OR2G6	-0.044233803	0.656531991	391211
ENSG00000143194	MAEL	0.062346685	0.656736719	84944
ENSG00000267882		-0.039239875	0.656768933	100131496
ENSG00000144031	ANKRD53	0.05075974	0.656880172	79998
ENSG00000004809	SLC22A16	-0.046442292	0.65691809	85413
ENSG00000259541		0.048876924	0.657041145	649133
ENSG00000140254	DUOXA1	0.052271859	0.657078521	90527
ENSG00000172318	B3GALT1	0.048896661	0.657114522	8708
ENSG00000197428	OR51D1	-0.043241656	0.657152895	390038
ENSG00000187514	PTMA	-0.098707574	0.657235739	5757
ENSG00000225889		-0.040389914	0.657398505	NA
ENSG00000154478	GPR26	-0.139031286	0.65750484	2849
ENSG00000213903	LTB4R	0.044173294	0.657554968	1241
ENSG00000137404	NRM	-0.067107823	0.657788116	11270
ENSG00000265733	SNORA74C-1	0.057226332	0.657852558	109616974
ENSG00000118762	PKD2	-0.043400682	0.657864423	5311
ENSG00000248578	NPM1P21	-0.042704367	0.657919402	NA
ENSG00000185860	CCDC190	0.101076362	0.658000366	339512
ENSG00000163171	CDC42EP3	-0.045006056	0.658186997	10602
ENSG00000126351	THRA	-0.036435459	0.658216527	7067
ENSG00000262136		-0.047262778	0.658285313	NA
ENSG00000124731	TREM1	0.052626326	0.658411562	54210
ENSG00000275714	HIST1H3A	-0.043113264	0.65855017	8350
ENSG00000115488	NEU2	-0.052704843	0.658559214	4759
ENSG00000261549		0.042329966	0.658566376	NA
ENSG00000237232	ZNF295-AS1	-0.057784963	0.658593484	150142
ENSG00000233306	TRGV2	-0.047533926	0.658629511	NA
ENSG00000124831	LRRFIP1	-0.045435862	0.658725907	9208
ENSG00000181781	ODF3L2	0.054794493	0.658727562	284451
ENSG00000160223	ICOSLG	-0.10153932	0.658813182	23308
ENSG00000265683	SYPL1P2	0.042343636	0.659096198	NA
ENSG00000197587	DMBX1	0.038746934	0.659186717	127343
ENSG00000205078	SYCE1L	-0.051837387	0.659188992	100130958
ENSG00000168418	KCNG4	-0.047831099	0.659261344	93107
ENSG00000169679	BUB1	0.047679163	0.65941004	699
ENSG00000241106	HLA-DOB	-0.056521087	0.65950664	3112
ENSG00000213639	PPP1CB	0.042473436	0.659512329	5500
ENSG00000176472	ZNF575	0.051219786	0.659652821	284346
ENSG00000139842	CUL4A	0.038927038	0.659862201	8451
ENSG00000124900	TRIM51	0.03776015	0.659980837	84767
ENSG00000228804		0.0492368	0.659991639	100131635
ENSG00000198765	SYCP1	0.065139838	0.660039852	6847
ENSG00000188984	AADACL3	-0.053085028	0.660109121	126767
ENSG00000186187	ZNRF1	0.046964133	0.660137079	84937
ENSG00000227466		-0.038039143	0.660144879	101927139
ENSG00000235218		0.066970698	0.660197366	NA
ENSG00000131080	EDA2R	-0.051706283	0.660201827	60401
ENSG00000182580	EPHB3	0.040556418	0.660206986	2049
ENSG00000164626	KCNK5	0.054569241	0.660353517	8645
ENSG00000279730	SETD8P1	-0.040249018	0.660392183	NA
ENSG00000188176	SMTNL2	0.060970707	0.660400251	342527
ENSG00000165238	WNK2	0.078027449	0.660531668	65268
ENSG00000215712	TMEM242	-0.05295293	0.660571112	729515
ENSG00000167912		0.071589748	0.660622126	NA
ENSG00000196475	GK2	-0.060984364	0.66068611	2712
ENSG00000162398	LEXM	-0.047438886	0.660719696	163747
ENSG00000197887	OR1S2	-0.064201922	0.660721156	219958
ENSG00000027644	INSRR	0.05004049	0.660864174	3645
ENSG00000120235	IFNA6	0.035642623	0.660882341	3443
ENSG00000163157	TMOD4	0.052704561	0.661010164	29765
ENSG00000158497	HMHB1	-0.040529518	0.661047714	57824
ENSG00000213302		-0.041355621	0.66115367	NA
ENSG00000067048	DDX3Y	0.043923856	0.661169419	8653
ENSG00000006715	VPS41	-0.050398943	0.661227184	27072
ENSG00000137392	CLPS	-0.050162209	0.661478087	1208
ENSG00000284070		0.051670983	0.66156497	NA
ENSG00000197617	VN1R5	0.037441033	0.661652648	317705
ENSG00000171855	IFNB1	-0.04387163	0.661670616	3456
ENSG00000156510	HKDC1	-0.044188645	0.661694715	80201
ENSG00000168995	SIGLEC7	0.038435202	0.66188341	27036
ENSG00000207743	MIR495	0.056085073	0.661892672	574453
ENSG00000205517	RGL3	0.048909864	0.661987835	57139
ENSG00000197279	ZNF165	0.040571395	0.662154356	7718
ENSG00000239827	SUGT1P3	-0.040324277	0.662347922	283507
ENSG00000237037	NDUFA6-AS1	0.051371871	0.662454126	NA
ENSG00000231565	NEK2P2	0.048876357	0.662481979	NA
ENSG00000176422	SPRYD4	-0.042020346	0.662545444	283377
ENSG00000100523	DDHD1	0.046680866	0.662653111	80821
ENSG00000165171	METTL27	0.052653091	0.66286501	155368
ENSG00000106799	TGFBR1	0.04583646	0.662990771	7046
ENSG00000140836	ZFHX3	-0.040223997	0.663046051	388289
ENSG00000140836	ZFHX3	-0.040223997	0.663046051	463
ENSG00000224383	PRR29	0.047550305	0.663080753	92340
ENSG00000048028	USP28	-0.062119952	0.663214501	57646
ENSG00000174718	KIAA1551	-0.056716446	0.663248729	55196
ENSG00000171199	OPRPN	-0.040484647	0.66336056	58503
ENSG00000255450		0.061099652	0.663402197	NA
ENSG00000111913	RIPOR2	0.053595393	0.6635515	9750
ENSG00000229106	BTBD6P1	-0.064346995	0.663559916	NA
ENSG00000138182	KIF20B	-0.052595585	0.663594571	9585
ENSG00000100003	SEC14L2	0.102940846	0.663644486	23541
ENSG00000173039	RELA	-0.048958805	0.6636607	5970
ENSG00000180871	CXCR2	-0.047810491	0.663889431	3579
ENSG00000105993	DNAJB6	-0.043151553	0.663919866	10049
ENSG00000125787	GNRH2	0.039211536	0.664016644	2797
ENSG00000224789		-0.046416228	0.66402608	NA
ENSG00000172215	CXCR6	0.040284206	0.664331284	10663
ENSG00000169717	ACTRT2	0.044733533	0.664351939	140625
ENSG00000111432	FZD10	-0.042359285	0.664427028	11211
ENSG00000132357	CARD6	-0.045086222	0.664490636	84674
ENSG00000126500	FLRT1	-0.044249423	0.664498247	23769
ENSG00000088827	SIGLEC1	0.050543501	0.664514994	6614
ENSG00000198975	MIRLET7A2	-0.041280368	0.664569574	406882
ENSG00000101255	TRIB3	-0.069627507	0.664636237	57761
ENSG00000231889	TRAF3IP2-AS1	-0.055833464	0.664640534	NA
ENSG00000257594	GALNT4	0.071656209	0.664761508	8693
ENSG00000100095	SEZ6L	-0.059228103	0.664788342	23544
ENSG00000149050	ZNF214	0.043130947	0.664814031	7761
ENSG00000146938	NLGN4X	0.036318442	0.664868271	57502
ENSG00000265688	MAFG-AS1	-0.076990466	0.66492899	92659
ENSG00000250929	LINC01181	0.041175014	0.665016844	NA
ENSG00000254221	PCDHGB1	0.038111156	0.665037106	56104
ENSG00000237798		0.040108522	0.665072158	NA
ENSG00000188559	RALGAPA2	-0.037457937	0.665125394	57186
ENSG00000267680	ZNF224	-0.072393246	0.665130643	7767
ENSG00000213578	CPLX3	-0.102846981	0.665182849	594855
ENSG00000095906	NUBP2	-0.056493732	0.665212516	10101
ENSG00000204950	LRRC10B	0.037772865	0.66521271	390205
ENSG00000223803	RPS20P14	-0.054150216	0.665214754	NA
ENSG00000261040	WFDC21P	-0.060246278	0.665260599	NA
ENSG00000221763	MIR1289-1	0.038119016	0.665280199	100302125
ENSG00000220575	HTR5A-AS1	-0.041050703	0.665309172	100128264
ENSG00000161551	ZNF577	0.045819931	0.665423222	84765
ENSG00000251321	PCAT4	0.039803431	0.66549106	118425
ENSG00000200089	SNORD114-31	0.03716747	0.665525663	767612
ENSG00000172538	FAM170B	0.048414645	0.665641167	170370
ENSG00000277357	NPAP1P7	-0.055540458	0.665734549	NA
ENSG00000257219	LINC02407	0.044036491	0.6657571	NA
ENSG00000226432		-0.050556774	0.665758928	NA
ENSG00000226367	ST7-AS2	0.040970757	0.665880919	93654
ENSG00000069248	NUP133	0.042197726	0.665943623	55746
ENSG00000188613	NANOS1	0.043133141	0.666086619	340719
ENSG00000167658	EEF2	-0.036273531	0.666200495	1938
ENSG00000113520	IL4	0.047256829	0.666333965	3565
ENSG00000205403	CFI	-0.052531076	0.666356948	3426
ENSG00000114062	UBE3A	0.04589371	0.666522202	7337
ENSG00000188368	PRR19	0.051331614	0.666588656	284338
ENSG00000070729	CNGB1	0.047354788	0.666688419	1258
ENSG00000233270	SNRPEP4	0.035681412	0.66669042	NA
ENSG00000084734	GCKR	0.042903958	0.666745556	2646
ENSG00000157625	TAB3	0.035655022	0.666852265	257397
ENSG00000199390	SNORD114-7	-0.043048696	0.6669827	767583
ENSG00000178665	ZNF713	-0.046328571	0.667016657	349075
ENSG00000276759		-0.041681155	0.667031212	100506422
ENSG00000153303	FRMD1	-0.04558087	0.667044681	79981
ENSG00000124104	SNX21	0.048775842	0.66714986	90203
ENSG00000240990	HOXA11-AS	0.054486416	0.667177436	221883
ENSG00000226510	UPK1A-AS1	0.05509144	0.667184607	100862728
ENSG00000233732	IGHV3OR16-10	-0.041786987	0.667277707	NA
ENSG00000198242	RPL23A	0.052532163	0.667301558	6147
ENSG00000173894	CBX2	0.050864245	0.667392955	84733
ENSG00000226855	RPSAP17	0.084190346	0.667432619	NA
ENSG00000124217	MOCS3	0.049586273	0.667478342	27304
ENSG00000112234	FBXL4	-0.038757136	0.667493172	26235
ENSG00000129450	SIGLEC9	-0.048054656	0.667511124	27180
ENSG00000226091	LINC00937	-0.04495568	0.667606153	389634
ENSG00000199088	MIR379	-0.044459478	0.6676624	494328
ENSG00000135517	MIP	-0.046466945	0.667979023	4284
ENSG00000197415	VEPH1	0.049903914	0.668018311	79674
ENSG00000213420	GPC2	0.052631236	0.668035692	221914
ENSG00000221055	MIR1302-3	0.04659276	0.668073717	100302128
ENSG00000105137	SYDE1	0.043606862	0.668204905	85360
ENSG00000107036	RIC1	0.045922819	0.668268109	57589
ENSG00000255552	LY6G6E	-0.051271954	0.668325468	NA
ENSG00000166246	C16orf71	0.046847575	0.66851968	146562
ENSG00000089775	ZBTB25	-0.042227082	0.668647907	7597
ENSG00000259004	LINC02285	0.050501198	0.668658209	101929422
ENSG00000213096	ZNF254	-0.045445287	0.668741874	9534
ENSG00000205930	C21orf62-AS1	0.038747443	0.668839884	NA
ENSG00000251692	PTX4	-0.053788935	0.668866601	390667
ENSG00000127318	IL22	-0.040323647	0.66893042	50616
ENSG00000162614	NEXN	0.04586036	0.668948832	91624
ENSG00000227678		0.04731302	0.668993339	NA
ENSG00000198967	OR10Z1	0.033698291	0.669083695	128368
ENSG00000184156	KCNQ3	-0.065729642	0.669364763	3786
ENSG00000157766	ACAN	0.043312513	0.669372286	176
ENSG00000211727	TRBV7-6	-0.040557019	0.669380818	NA
ENSG00000105974	CAV1	0.042065716	0.669405934	857
ENSG00000240776		0.045318161	0.669462959	NA
ENSG00000182271	TMIGD1	0.061570941	0.66947381	388364
ENSG00000164187	LMBRD2	-0.038542152	0.66948061	92255
ENSG00000267319	SELENOKP1	0.048115532	0.669487484	NA
ENSG00000202569	MIR146B	0.034521458	0.66952693	574447
ENSG00000154124	OTULIN	-0.0488686	0.669630928	90268
ENSG00000186204	CYP4F12	0.052660281	0.669645441	66002
ENSG00000213690		-0.05313019	0.669661628	NA
ENSG00000112337	SLC17A2	0.043029867	0.669858984	10246
ENSG00000174738	NR1D2	0.052178682	0.669880268	9975
ENSG00000102043	MTMR8	-0.061014561	0.669950324	55613
ENSG00000183287	CCBE1	0.052872332	0.669984103	147372
ENSG00000231473	LINC00441	-0.051905337	0.670186051	100862704
ENSG00000205559	CHKB-AS1	0.044037356	0.670204084	100144603
ENSG00000278013		-0.041388132	0.670228274	NA
ENSG00000116711	PLA2G4A	0.042153994	0.670419225	5321
ENSG00000070731	ST6GALNAC2	0.035714082	0.670501906	10610
ENSG00000018869	ZNF582	-0.053889512	0.670511366	147948
ENSG00000117971	CHRNB4	0.042591307	0.670539058	1143
ENSG00000230208	IFNNP1	0.044385956	0.670577049	NA
ENSG00000256235	SMIM3	-0.044535529	0.670646325	85027
ENSG00000205718	MBD3L4	-0.062427462	0.670646423	653656
ENSG00000138684	IL21	0.049757787	0.670708867	59067
ENSG00000221230	MIR548L	-0.05219808	0.670743021	100302275
ENSG00000137078	SIT1	0.045110537	0.670745956	27240
ENSG00000259725		0.037023911	0.670788913	NA
ENSG00000228843		-0.045218084	0.670933913	NA
ENSG00000176782	DEFB104A	0.038439824	0.671074713	140596
ENSG00000198466	ZNF587	0.043413863	0.671157444	84914
ENSG00000075884	ARHGAP15	-0.059132506	0.671439507	55843
ENSG00000120262	CCDC170	-0.043426315	0.671480478	80129
ENSG00000163909	HEYL	0.085501261	0.671488336	26508
ENSG00000196900	TEX43	-0.039092462	0.671740667	389320
ENSG00000213232	PPP1R2P10	0.041343824	0.671949144	NA
ENSG00000173585	CCR9	-0.035081117	0.671962794	10803
ENSG00000185561	TLCD2	-0.042738406	0.672191381	727910
ENSG00000173702	MUC13	-0.044287876	0.672211934	56667
ENSG00000177663	IL17RA	0.045806446	0.672215168	23765
ENSG00000156959	LHFPL4	0.041188146	0.672264949	375323
ENSG00000279484	KLHL30-AS1	-0.051006091	0.672282755	NA
ENSG00000120784	ZFP30	-0.052437478	0.672306359	22835
ENSG00000213113	TUBB8P8	-0.055516019	0.672314704	NA
ENSG00000237352	LINC01358	0.039657217	0.6723297	NA
ENSG00000171469	ZNF561	-0.048951762	0.672369531	93134
ENSG00000233452	STXBP5-AS1	0.0389951	0.672434403	NA
ENSG00000260455	NBAT1	-0.045297629	0.672506805	NA
ENSG00000101162	TUBB1	-0.049994781	0.672553283	81027
ENSG00000188243	COMMD6	0.041348024	0.672574852	170622
ENSG00000111729	CLEC4A	0.037339424	0.672628194	50856
ENSG00000150594	ADRA2A	-0.053158367	0.672648393	150
ENSG00000217130		0.050571081	0.672652236	NA
ENSG00000239005		-0.061511819	0.672683399	NA
ENSG00000166578	IQCD	-0.046761364	0.672750736	115811
ENSG00000115042	FAHD2A	0.061048043	0.672771715	51011
ENSG00000157578	LCA5L	0.036246114	0.672782477	150082
ENSG00000122787	AKR1D1	0.043356187	0.672868286	6718
ENSG00000153822	KCNJ16	-0.037282522	0.673050871	3773
ENSG00000256849	TCP1P3	0.038979261	0.673073017	NA
ENSG00000166451	CENPN	-0.058271788	0.673260578	55839
ENSG00000007314	SCN4A	0.035169235	0.673263571	6329
ENSG00000171053	PATE1	-0.042775153	0.673521298	160065
ENSG00000199575	SNORD114-1	0.045292093	0.673534414	767577
ENSG00000229286		-0.039947128	0.673604607	NA
ENSG00000149792	MRPL49	0.053537653	0.673631687	740
ENSG00000261097	LINC00563	0.039850184	0.67378814	100861554
ENSG00000259458		0.04377377	0.673822899	197003
ENSG00000250754	LINC02436	-0.044363103	0.673868937	101928877
ENSG00000178562	CD28	-0.040628637	0.673896297	940
ENSG00000149531	FRG1BP	0.037352237	0.673911181	NA
ENSG00000166268	MYRFL	-0.044724843	0.674081449	196446
ENSG00000221303	SNORA79	0.048547862	0.674134115	677845
ENSG00000252695	MIR2276	-0.039927156	0.674166698	100313842
ENSG00000035403	VCL	0.049777463	0.674187638	7414
ENSG00000180423	HARBI1	-0.042567023	0.674194755	283254
ENSG00000260000		0.041529819	0.67420873	NA
ENSG00000170509	HSD17B13	0.046726372	0.674228035	345275
ENSG00000164751	PEX2	-0.040362124	0.674233815	5828
ENSG00000279419		-0.209401181	0.674236263	NA
ENSG00000186212	SOWAHB	0.053643427	0.674304801	345079
ENSG00000131808	FSHB	-0.047643083	0.67436184	2488
ENSG00000185652	NTF3	0.046467776	0.674376681	4908
ENSG00000174547	MRPL11	-0.036783642	0.67440697	65003
ENSG00000273344	PAXIP1-AS1	0.038557272	0.674552492	202781
ENSG00000214336	FOXI3	-0.036076191	0.674596581	344167
ENSG00000236724		-0.046703393	0.674628519	NA
ENSG00000260476		-0.05043735	0.674711234	NA
ENSG00000204849	SPATA31A1	-0.043929565	0.674720912	647060
ENSG00000170166	HOXD4	-0.043233509	0.674825412	3233
ENSG00000105428	ZNRF4	0.040764102	0.674908986	148066
ENSG00000221616	MIR548H4	0.055989182	0.674938396	100313884
ENSG00000196800	SPINK14	0.049002408	0.674999635	408187
ENSG00000272650		-0.03679859	0.675065063	NA
ENSG00000128309	MPST	0.060499603	0.675232984	4357
ENSG00000163155	LYSMD1	0.067579074	0.675236399	388695
ENSG00000163568	AIM2	0.042152012	0.675426893	9447
ENSG00000228979	PPIAP55	-0.042995996	0.675665147	NA
ENSG00000198218	QRICH1	0.043256878	0.675805464	54870
ENSG00000280414		-0.045487188	0.675946418	NA
ENSG00000105198	LGALS13	-0.0426545	0.675954301	29124
ENSG00000121075	TBX4	0.033531706	0.676055396	9496
ENSG00000171657	GPR82	-0.042486711	0.67608559	27197
ENSG00000085982	USP40	0.034245064	0.676434185	55230
ENSG00000059378	PARP12	0.078545272	0.67650613	64761
ENSG00000171195	MUC7	0.034192231	0.676513731	4589
ENSG00000246582		0.052652517	0.676526762	389641
ENSG00000204403	CASP12	0.047780514	0.676593826	100506742
ENSG00000284018	SSU72P5	0.039810145	0.676634486	NA
ENSG00000036257	CUL3	0.06988147	0.676668465	8452
ENSG00000137142	IGFBPL1	0.043173608	0.676726287	347252
ENSG00000153930	ANKFN1	-0.045734356	0.676835313	162282
ENSG00000117983	MUC5B	-0.038641536	0.676940925	727897
ENSG00000188716	DUPD1	0.045167173	0.677373647	338599
ENSG00000115138	POMC	0.05674592	0.677436095	5443
ENSG00000198972	MIRLET7E	-0.045884023	0.677551272	406887
ENSG00000275221	HIST1H2AK	0.037574915	0.677552872	8330
ENSG00000088035	ALG6	0.037077175	0.677697272	29929
ENSG00000240216	CPHL1P	-0.049180359	0.677699783	NA
ENSG00000215765		-0.041083773	0.677918425	NA
ENSG00000178556	CKS1BP6	0.046698366	0.677980187	NA
ENSG00000155754	C2CD6	0.039099101	0.677987331	151254
ENSG00000170178	HOXD12	0.044997189	0.677999048	3238
ENSG00000243479	MNX1-AS1	0.041649645	0.678005775	645249
ENSG00000186867	QRFPR	0.043310283	0.678033491	84109
ENSG00000228110	ST13P19	-0.034491639	0.678072569	NA
ENSG00000198758	EPS8L3	0.041825792	0.678265193	79574
ENSG00000144199	FAHD2B	-0.102130601	0.678381863	151313
ENSG00000227388		-0.062792162	0.678439642	NA
ENSG00000186648	CARMIL3	-0.039001995	0.678507354	90668
ENSG00000219642	BMPR1APS1	-0.053541327	0.678529174	NA
ENSG00000221886	ZBED8	-0.053943675	0.678552423	63920
ENSG00000240198	ARHGEF3-AS1	0.047049747	0.678740866	100874200
ENSG00000187862	TTC24	-0.040501799	0.678842354	164118
ENSG00000119913	TECTB	0.042997864	0.678853131	6975
ENSG00000089639	GMIP	-0.058568239	0.678998633	51291
ENSG00000259721		0.037859566	0.679153873	100131315
ENSG00000204421	LY6G6C	0.056536373	0.679184848	80740
ENSG00000229321		0.045256148	0.679247836	NA
ENSG00000151033	LYZL2	0.048651847	0.679358181	119180
ENSG00000104970	KIR3DX1	-0.039635582	0.679558807	NA
ENSG00000187918	OR51I2	0.045395294	0.679673681	390064
ENSG00000261404		0.04273586	0.679717932	101928035
ENSG00000177614	PGBD5	0.047902009	0.679836341	79605
ENSG00000254554		-0.037725092	0.679913144	NA
ENSG00000125744	RTN2	-0.076218001	0.680073847	6253
ENSG00000106628	POLD2	-0.049594385	0.680113045	5425
ENSG00000196767	POU3F4	0.034832326	0.680163462	5456
ENSG00000157326	DHRS4	0.081220473	0.680179268	10901
ENSG00000208025	MIR591	0.045533966	0.680222616	693176
ENSG00000141446	ESCO1	0.058420705	0.680265684	114799
ENSG00000231672	DIRC3	-0.052953993	0.680300164	NA
ENSG00000254488		-0.049276622	0.680334709	NA
ENSG00000226970		0.043688087	0.680491974	NA
ENSG00000207996	MIR301A	0.043663808	0.680608015	407027
ENSG00000101447	FAM83D	-0.044764352	0.680629337	81610
ENSG00000269921		-0.049124312	0.680761104	NA
ENSG00000248307	LINC00616	0.045579739	0.680903871	641365
ENSG00000106086	PLEKHA8	0.036212192	0.680954966	84725
ENSG00000227755		0.05276091	0.681113143	NA
ENSG00000214584	PGGT1BP2	0.042477779	0.681179148	NA
ENSG00000184029	DSCR4	0.045500368	0.68126798	10281
ENSG00000173207	CKS1B	-0.070736183	0.681477184	1163
ENSG00000180660	MAB21L1	0.045450192	0.681579369	4081
ENSG00000106617	PRKAG2	0.046086622	0.681629873	51422
ENSG00000171942	OR10H2	-0.036962418	0.681772159	26538
ENSG00000107566	ERLIN1	0.041840271	0.681805553	10613
ENSG00000283701	MIR555	0.04398131	0.681869075	693140
ENSG00000234394		0.042967383	0.681911398	440896
ENSG00000205571	SMN2	0.055864401	0.681983448	6607
ENSG00000205571	SMN2	0.055864401	0.681983448	6606
ENSG00000108671	PSMD11	0.049909819	0.682030225	5717
ENSG00000259419	HNRNPCP3	-0.034525895	0.682032725	NA
ENSG00000226668		0.044994305	0.682119015	NA
ENSG00000169188	APEX2	-0.044847366	0.682208065	27301
ENSG00000268669		-0.038963264	0.682280112	NA
ENSG00000221017	MIR1323	-0.052031142	0.682346935	100302255
ENSG00000189091	SF3B3	0.046236066	0.682385116	23450
ENSG00000187244	BCAM	-0.044858761	0.682434627	4059
ENSG00000166930	MS4A5	0.040691988	0.682504428	64232
ENSG00000175482	POLD4	0.039460465	0.682518209	57804
ENSG00000214145	LINC00887	0.047499255	0.68253486	NA
ENSG00000153233	PTPRR	0.048244606	0.682638273	5801
ENSG00000239810	PRAMEF11	0.047716798	0.682768275	440560
ENSG00000256287	LINC02398	0.054390929	0.682769586	NA
ENSG00000279417		0.036662285	0.682967357	NA
ENSG00000212402	SNORA74B	-0.042546464	0.682967848	677841
ENSG00000272763		0.045703014	0.683095831	NA
ENSG00000259248	USP3-AS1	-0.038016765	0.683111778	NA
ENSG00000224902	GAGE12H	0.074547089	0.683133251	729442
ENSG00000185869	ZNF829	0.037810148	0.683205346	374899
ENSG00000105379	ETFB	-0.051971474	0.683290402	2109
ENSG00000133328	HRASLS2	0.045360044	0.683310422	54979
ENSG00000144034	TPRKB	-0.050254297	0.683334447	51002
ENSG00000213394	RPSAP46	-0.046349558	0.683370144	NA
ENSG00000166592	RRAD	0.063660065	0.683404526	6236
ENSG00000138271	GPR87	0.056513256	0.683419896	53836
ENSG00000226174	TEX22	0.043960521	0.683494654	647310
ENSG00000177600	RPLP2	-0.037618055	0.68357623	6181
ENSG00000199942	SNORD114-19	-0.043781392	0.683642053	767597
ENSG00000174891	RSRC1	-0.083861098	0.683705705	51319
ENSG00000100077	GRK3	0.062445435	0.683717749	157
ENSG00000221739	MIR1203	0.042207112	0.683843155	100302211
ENSG00000274818		-0.056099519	0.684041371	NA
ENSG00000172986	GXYLT2	-0.035876762	0.68406925	727936
ENSG00000261520	DLGAP1-AS5	-0.043398004	0.684080413	NA
ENSG00000221783	MIR1183	-0.043157233	0.684090541	100302122
ENSG00000105939	ZC3HAV1	-0.040340344	0.684096459	56829
ENSG00000218510	LINC00339	0.085777597	0.684107592	29092
ENSG00000244026	FAM86DP	-0.047710691	0.684138686	692099
ENSG00000259444		-0.036113528	0.684197442	NA
ENSG00000161265	U2AF1L4	-0.04753922	0.684211824	199746
ENSG00000149651	SPINT4	0.040202309	0.684373515	391253
ENSG00000235687	LINC00993	-0.042865035	0.684389498	NA
ENSG00000175764	TTLL11	-0.055868964	0.684471998	158135
ENSG00000125743	SNRPD2	0.042685789	0.684657482	6633
ENSG00000226321	CROCC2	0.043521827	0.684699071	728763
ENSG00000199866		-0.040790937	0.68482832	NA
ENSG00000154642	C21orf91	0.059846018	0.684943584	54149
ENSG00000183853	KIRREL1	0.044269314	0.68497028	55243
ENSG00000224892	RPS4XP16	-0.042663152	0.685013673	NA
ENSG00000144468	RHBDD1	0.052167096	0.685066711	84236
ENSG00000284680	OR8B2	0.042762405	0.685127523	26595
ENSG00000164180	TMEM161B	-0.049777258	0.685142842	153396
ENSG00000188321	ZNF559	0.054633298	0.685214953	84527
ENSG00000258916	SPATA31E2P	0.036586936	0.685317777	NA
ENSG00000144355	DLX1	0.063548255	0.68540732	1745
ENSG00000256061	DNAAF4	0.060761441	0.685419742	161582
ENSG00000009724	MASP2	-0.048982379	0.685504059	10747
ENSG00000259887		0.038554373	0.685524615	105369971
ENSG00000231031	LINC01804	0.045152234	0.685533272	101926966
ENSG00000164604	GPR85	-0.039996463	0.685606556	54329
ENSG00000257611		-0.054816927	0.685634653	NA
ENSG00000011028	MRC2	0.056551748	0.685768451	9902
ENSG00000138075	ABCG5	0.037022688	0.685932475	64240
ENSG00000121207	LRAT	0.035885925	0.685984536	9227
ENSG00000136052	SLC41A2	-0.047249545	0.686097061	84102
ENSG00000178093	TSSK6	-0.036563321	0.686101616	83983
ENSG00000198074	AKR1B10	0.038801483	0.686116262	57016
ENSG00000221063	MIR1296	-0.059969823	0.686127197	100302150
ENSG00000256293		-0.045224918	0.686138076	NA
ENSG00000212694	LINC01089	0.0701171	0.686147914	338799
ENSG00000234840	LINC01239	-0.043397455	0.68636881	441389
ENSG00000239975	IGKV1D-33	0.04294473	0.686386246	NA
ENSG00000203334		-0.033157548	0.686447113	NA
ENSG00000079156	OSBPL6	0.038328572	0.68645313	114880
ENSG00000221740	SNORD93	0.038233026	0.686493858	692210
ENSG00000160716	CHRNB2	0.041760122	0.686551217	1141
ENSG00000221200	MIR1253	-0.041175206	0.686581837	100302208
ENSG00000100079	LGALS2	-0.051014936	0.68665398	3957
ENSG00000258675	LINC02308	-0.041205703	0.686693739	100506700
ENSG00000277304		0.0615519	0.68669648	NA
ENSG00000108423	TUBD1	0.066132038	0.686823862	51174
ENSG00000130962	PRRG1	-0.034070801	0.686837649	5638
ENSG00000255267		0.04393036	0.686853314	399886
ENSG00000253305	PCDHGB6	0.044650843	0.686948689	56100
ENSG00000172548	NIPAL4	-0.127654127	0.686959723	348938
ENSG00000260930	LINC01416	-0.041965997	0.686993652	101927273
ENSG00000128268	MGAT3	-0.035204739	0.687136443	4248
ENSG00000273142		-0.037131789	0.687174783	NA
ENSG00000221436	MIR548F3	-0.038491099	0.687183385	100302159
ENSG00000083067	TRPM3	0.039037325	0.687309633	80036
ENSG00000184761		-0.055816902	0.687361444	NA
ENSG00000167721	TSR1	-0.04143763	0.687400279	55720
ENSG00000211781	TRAV7	0.038188243	0.687400341	NA
ENSG00000232998	VPS13A-AS1	-0.039609886	0.687429542	NA
ENSG00000179750	APOBEC3B	-0.041336765	0.687543073	9582
ENSG00000163632	C3orf49	-0.034951235	0.687667054	132200
ENSG00000164167	LSM6	-0.037103118	0.68778737	11157
ENSG00000167103	PIP5KL1	-0.056867109	0.68782961	138429
ENSG00000211968	IGHV1-58	0.048424357	0.687904037	NA
ENSG00000173145	NOC3L	0.070411756	0.687931042	64318
ENSG00000205018		-0.058896279	0.687986702	100129697
