hgnc_symbol	logFC_MUO	PValue_MUO	entrezgene
AMELY	0.018702918	0.759910492	266
FCRLB	-0.007359094	0.759916588	127943
A2ML1	0.005580357	0.759958794	144568
LOC100996721	0.023167202	0.759971196	NA
LOC100129048 /// LOC102725193	0.005833217	0.759976719	NA
NA	NA	NA	NA
LINC01307	-0.005859376	0.760089422	NA
MIR516B2	0.007646835	0.760125727	NA
SVOPL	0.0040632	0.76019458	136306
GPKOW	-0.018188476	0.760217099	27238
SNORD116-3 /// SNORD116-9	-0.109270371	0.760229874	NA
OR2T29 /// OR2T5	-0.005955287	0.760275047	NA
GOLGA2P10	0.018903461	0.760287891	NA
GOLGA2P10	0.018903461	0.760287891	NA
NA	NA	NA	NA
ZFPM2 /// LOC105375694	-0.009181432	0.760357503	NA
LOC105378732	0.009905132	0.760374713	NA
NA	NA	NA	NA
MCM8-AS1	-0.007559641	0.760453603	NA
LOC105371831	0.007550922	0.760546122	NA
PAXIP1-AS2	0.015206472	0.760551191	NA
ATP8B5P	-0.006216867	0.760566417	NA
INSL6	-0.007202146	0.760596134	11172
MYBPC3	0.010925291	0.760691568	4607
ANO7P1	0.01651437	0.76069861	NA
KLHL4	0.008231026	0.760736499	56062
KLHL6-AS1	0.00426374	0.760745995	NA
LOC101927383	-0.005868096	0.760768598	NA
PCDHA1 /// PCDHA2 /// PCDHA3 /// PCDHA4 /// PCDHA5 /// PCDHA6 /// PCDHA7 /// PCDHA8 /// PCDHA9 /// PCDHA10 /// PCDHA11 /// PCDHA12 /// PCDHA13 /// PCDHAC1 /// PCDHAC2	0.004856652	0.760906778	NA
KLHL12	-0.012084962	0.761126324	59349
PRDM10	-0.018179757	0.761155848	56980
LOC392232	0.004847936	0.761164388	NA
ZNF776	-0.026471818	0.761195044	284309
LINC01213	-0.006635395	0.761243086	NA
MIR376A2	0.007271905	0.761407364	NA
B4GALT7	-0.019827709	0.761417028	11285
LOC100129935	0.006626674	0.761425884	NA
NA	NA	NA	NA
GCH1	0.012547085	0.761556488	2643
LOC101927490	-0.00517055	0.761611407	NA
LOC105379863 /// LOC102724643	-0.003853932	0.761657904	NA
KLK7	-0.012363977	0.761682706	5650
NA	NA	NA	NA
AMOTL1	0.024169923	0.761730556	154810
RRP15	-0.01435198	0.761752228	51018
LOC105370002	-0.006626676	0.761886647	NA
LZTR1	0.015624999	0.761892329	8216
HTR3C	0.009974889	0.761957096	170572
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
LOC729040	0.007742745	0.762098517	NA
NAGLU	0.029296873	0.762196239	4669
PIN1P1	-0.011980329	0.762232037	NA
PLCXD2-AS1	-0.007489884	0.762236342	NA
PUS3	-0.008178709	0.762243728	83480
LINC00609	-0.005606514	0.762262921	NA
CFAP54	0.003034318	0.762314385	144535
C7orf76 /// SHFM1	0.008640835	0.762319327	NA
ARL17A /// LOC101929774	0.126185825	0.762340365	NA
LINC00385	0.008257186	0.762346997	NA
ZACN	0.014569966	0.762351257	353174
RMND5A /// PLGLB2 /// LOC730268	0.032174247	0.762403464	NA
MAPK11	0.012834822	0.762427371	5600
COLEC11	-0.015014649	0.762439378	78989
LOC105374647	0.005885531	0.762508994	NA
NSUN5P1 /// TRIM73	0.029261999	0.762554026	NA
MYOM3	0.008135113	0.762587663	127294
NA	NA	NA	NA
MIR98	0.014692033	0.762610918	NA
TDRD3	-0.014526368	0.762650394	81550
LOC105376139	-0.004961286	0.762658008	NA
CYB5R1	0.014299664	0.762659326	51706
NA	NA	NA	NA
KRT13	-0.007367816	0.762782962	3860
LOC105374676	0.00616455	0.762787207	NA
MROH9	-0.007568359	0.76285384	80133
LRRC37A11P	-0.008911131	0.762855167	NA
PHYHIPL	-0.004568917	0.762862178	84457
PPIAL4A	0.044485909	0.762862675	653505
TAS1R1	-0.012041363	0.762883058	80835
MIR1272	-0.005371094	0.762888586	NA
RBKS /// BRE-AS1	-0.005702428	0.762896993	NA
NA	NA	NA	NA
KDM6B	-0.01979283	0.762972085	23135
CARNMT1	0.024727957	0.763023449	138199
TDRD10	0.014325821	0.763069732	126668
LOC105377541	-0.004795621	0.763080905	NA
SLC16A4	0.046700613	0.763094458	9122
SNF8	0.011919292	0.763143653	11267
SNORA50A	-0.026419502	0.763186443	NA
LOC105378432	0.004124233	0.763229564	NA
LOC105375556	0.004813056	0.763250808	NA
LIMS3 /// LIMS3-LOC440895 /// LIMS3L /// LOC100507334	0.01290458	0.763256813	NA
TAT	0.007795062	0.763297134	6898
RGMA	-0.013183594	0.763349673	56963
TDRKH	0.016967773	0.763415743	11022
ZNF225	0.014665874	0.763427166	7768
KIF22	-0.018607003	0.763437416	3835
EMX1	-0.012677877	0.763484274	2016
LOC105378737	-0.003897528	0.763489952	NA
POMC	-0.012747625	0.763508454	5443
TGM5	0.008544922	0.763566158	9333
LOC105373191	-0.005310059	0.763654481	NA
LOC105373053	-0.008414131	0.763665072	NA
LOC105378580 /// LOC105378581	-0.023978095	0.763714563	NA
FIS1	-0.015189033	0.763717424	51024
LOC105370821	-0.005144391	0.763725385	NA
SNORD113-6	0.005405972	0.76372866	NA
LINC00710	-0.007550922	0.763739035	NA
TRAJ4	-0.010663714	0.763745496	NA
LOC101928250	0.007280621	0.763751428	NA
ALOX12-AS1	0.031956266	0.763767309	NA
ALOX12-AS1	0.031956266	0.763767309	NA
NA	NA	NA	NA
MESDC2	0.014753068	0.763900633	NA
NA	NA	NA	NA
CMTR2	-0.020978655	0.763915159	55783
LINC01038	0.004682264	0.763929032	NA
LOC101928037	-0.0088065	0.763955667	NA
EPCAM	0.009922573	0.763969247	4072
NCBP3	0.010297504	0.763979904	55421
NCBP3	0.010297504	0.763979904	55421
LOC105373252	-0.007228306	0.764040193	NA
RAD52 /// LOC100130219	-0.014648439	0.764055819	NA
SLITRK3	-0.008666992	0.764129042	22865
S100A5	-0.007428847	0.764155169	6276
MORF4L1	0.012189594	0.764347563	10933
NA	NA	NA	NA
C14orf169 /// ACOT1	-0.015223911	0.764380021	NA
CCDC62	-0.004978725	0.764381813	84660
TMEM115	-0.018484934	0.764384849	11070
LINC01214	-0.006382532	0.764417304	NA
HOXA11-AS	-0.008989605	0.764466964	NA
HRAT92	0.005266463	0.764473479	NA
MIR4481	-0.020106728	0.764478146	NA
NA	NA	NA	NA
NA	NA	NA	NA
LOC102723529	0.1066197	0.764684477	NA
LOC101928002	0.006234305	0.764726049	NA
SMARCAL1	-0.027465821	0.764784678	50485
NA	NA	NA	NA
EFCC1	0.019304548	0.764928958	79825
LOC101928631	0.008257186	0.764987858	NA
SAXO2	0.01777867	0.765024083	283726
DFNA5	-0.009521483	0.76505111	NA
HSP90B3P	0.006199429	0.76506619	NA
PUF60	-0.013924738	0.765096888	22827
LOC105371317	-0.007734027	0.765097319	NA
OPA3	0.011387417	0.765124993	80207
LOC105379032	-0.004943848	0.765154988	NA
POU4F1	0.012834822	0.765189002	5457
LINC01143	-0.01236398	0.765217104	NA
NA	NA	NA	NA
LOC105377795	-0.009469171	0.765308876	NA
OSM	0.007533482	0.765396431	5008
CLDN1	-0.010899136	0.765433886	9076
LOC105375113	-0.012930735	0.765554225	NA
KRTAP5-10	0.006469728	0.7656286	387273
SPOCK2	0.015825541	0.76566834	9806
LOC105372672	-0.004629951	0.765670468	NA
KRT81	-0.014055523	0.765708595	3887
KRT81	-0.014055523	0.765708595	3887
BAGE2	-0.010916576	0.765727894	85319
PROP1	-0.008649553	0.765748205	5626
TEX21P	0.006478446	0.765780589	NA
NA	NA	NA	NA
LOC105378412	0.006373814	0.765913952	NA
PPCDC	-0.01021031	0.765966022	60490
ENY2	-0.014369419	0.765989135	56943
MIR4520-2	-0.003409252	0.765990244	NA
LINC00935	-0.004490445	0.76603186	NA
RRM1	0.016828265	0.766142699	6240
SPIRE2	-0.014203754	0.766247084	84501
SPIRE2	-0.014203754	0.766247084	84501
STRIP1	-0.011779785	0.76628218	85369
TRIM9	0.00529262	0.766288958	114088
COPB2	-0.020595005	0.766322651	9276
CKAP4	0.014700754	0.766553462	NA
AXL	0.037039619	0.766611152	558
TBC1D7 /// LOC105374932	-0.010742188	0.766628642	NA
ACTBL2	-0.004778179	0.766698578	345651
NA	NA	NA	NA
LUZP1	-0.014997213	0.766723197	7798
CALM2	0.011387416	0.766816288	805
SND1	0.024501259	0.766840341	27044
TEX264	0.013785225	0.766873115	51368
GMEB1	0.020717075	0.766874477	10691
LOC727993	-0.006042478	0.766899287	NA
OLFM3	-0.007097516	0.76695864	118427
SNORA46	0.023856026	0.767059667	NA
SCN1A	-0.005031041	0.767102496	6323
OR8H1	-0.004255023	0.767168704	219469
LOC105370276	-0.006347656	0.767222361	NA
LOC105377732	0.009591238	0.767229811	NA
LOC105372583	-0.010035922	0.767247255	NA
ALYREF	-0.013105118	0.767269	10189
LOC105375580	0.007760185	0.767370511	NA
LOC100129098	-0.006853379	0.767382736	NA
LOC284798	0.011082241	0.767397843	NA
NA	NA	NA	NA
LVCAT5	0.003871374	0.767486355	NA
NA	NA	NA	NA
LOC105369609	0.006103515	0.767560857	NA
PRMT6	0.022208077	0.767561691	55170
PRR20D /// PRR20B /// PRR20E /// PRR20A /// PRR20C	-0.008265903	0.767582189	NA
OR14K1	-0.010951451	0.767608794	343170
SPATA6	0.025669645	0.767793032	54558
SPATA6	0.025669645	0.767793032	54558
NA	NA	NA	NA
LOC105378618	0.009137832	0.767904074	NA
NA	NA	NA	NA
NA	NA	NA	NA
LOC101927533 /// LOC440867 /// LOC105369168	0.005859373	0.768005186	NA
CACNA2D3-AS1	0.013122559	0.768008166	NA
SEC14L5	-0.010515485	0.768076892	9717
SPTY2D1	0.014160156	0.768084773	144108
NA	NA	NA	NA
SLC16A9 /// LOC100129721	0.014343261	0.768093612	NA
SNHG7 /// SNORA17B /// SNORA17A	0.023385186	0.768193088	NA
CACNG7	-0.005196706	0.768194195	59284
FAM27E3	-0.034685406	0.768208484	NA
FAM27E3	-0.034685406	0.768208484	NA
FAM27E3	-0.034685406	0.768208484	NA
UBOX5-AS1	-0.010105677	0.768233329	NA
PNRC1	-0.020124165	0.768309348	10957
LOC105378385	-0.012974331	0.768331096	NA
ZNF280D	-0.009974887	0.768345421	54816
ZNF280D	-0.009974887	0.768345421	54816
ZNF280D	-0.009974887	0.768345421	54816
ZNF280D	-0.009974887	0.768345421	54816
ZNF280D	-0.009974887	0.768345421	54816
VWC2L-IT1	0.005746023	0.768369105	NA
NA	NA	NA	NA
LUZP4	-0.005013603	0.768603928	51213
NA	NA	NA	NA
LINC01138	0.020490374	0.768707827	NA
CAV3	-0.006365095	0.76871292	859
PHPT1 /// C9orf172	-0.025826591	0.768725244	NA
SLC35F3	-0.008972166	0.768794008	148641
MXD1	-0.018537253	0.768822918	4084
MXD1	-0.018537253	0.768822918	4084
WNT2	0.008771624	0.768829935	7472
LOC105372971	0.007088799	0.768927244	NA
FAM13C	-0.028773713	0.768929237	220965
NA	NA	NA	NA
LINC00997	-0.026279995	0.768983428	NA
NA	NA	NA	NA
NA	NA	NA	NA
VWDE	-0.004970005	0.769079278	221806
GJB1	0.007611957	0.769082584	2705
LOC105378474	-0.009878976	0.769085535	NA
MIR129-1	-0.014971052	0.769094864	NA
NKX6-2	0.010681152	0.769129646	84504
NKX6-2	0.010681152	0.769129646	84504
LOC644762	-0.005859374	0.769151907	NA
PAK2	0.016392301	0.769231908	5062
TRPM1	-0.00466483	0.769282879	4308
LOC105370418	-0.008047923	0.769349682	NA
LOC105375287	0.012843539	0.769355271	NA
NA	NA	NA	NA
LYAR	-0.016619	0.769418883	55646
MRPS10	-0.02886091	0.769535104	55173
PERM1	0.017639161	0.76956943	84808
MYLK3	0.008353098	0.7695701	91807
NA	NA	NA	NA
LOC101927711	-0.004856654	0.769618852	NA
IGHD3-9 /// IGHD	0.005022321	0.769674624	NA
LOC101929243	0.034423826	0.769754366	NA
RPL12	0.007882254	0.769755544	6136
ERCC2	-0.030256	0.769836067	2068
NA	NA	NA	NA
TSSK2	-0.010123119	0.769861764	23617
CATSPER4	-0.007620674	0.769892454	378807
NA	NA	NA	NA
LOC105377409	-0.004446848	0.770011151	NA
UBAC1	-0.016863144	0.77007816	10422
NA	NA	NA	NA
CAPN10	-0.015476773	0.770202511	11132
CAPN10	-0.015476773	0.770202511	11132
NA	NA	NA	NA
ZNF733P	-0.015459335	0.770278839	NA
NA	NA	NA	NA
UBAP2	0.016130721	0.77028814	55833
LOC100506272 /// LOC105377604	-0.006216865	0.770324075	NA
LINC01146	0.008911131	0.770363979	NA
DDR1-AS1	-0.008178709	0.770482989	NA
FABP7	0.005057201	0.770532702	2173
ZNF705D	0.010716029	0.770557185	728957
LOC100287387	0.016671316	0.770612109	NA
CCDC89	-0.007585798	0.770618678	220388
FAM222A	0.009163992	0.77064347	84915
PRDM7	0.008440291	0.770685882	11105
KLHDC4	0.012529647	0.770718192	54758
NA	NA	NA	NA
LINC01340	-0.008396694	0.770777385	NA
LOC101929129	-0.009381976	0.770819222	NA
PSMC3IP	-0.010271344	0.770867286	29893
MYBPHL	-0.008684433	0.770925106	343263
CRISP2	-0.005501883	0.770945631	7180
CRISP2	-0.005501883	0.770945631	7180
HNF1A	0.007751463	0.770949829	6927
MORN1	0.014971052	0.770965398	79906
BSND	-0.008710591	0.771000538	7809
LOC105370774	-0.008640835	0.771000807	NA
PALM	0.02608817	0.771015818	5064
OSBPL7	0.01313128	0.771038423	NA
FAXDC2	-0.02920968	0.771061814	10826
NA	NA	NA	NA
DMRT1	-0.010044642	0.771152529	1761
LOC100507175	0.005859374	0.771256082	NA
OLFML2A	0.051443917	0.771291961	169611
KNSTRN	-0.03275844	0.771297668	90417
LOC105372009	-0.007245744	0.771310039	NA
NA	NA	NA	NA
PRR20D /// PRR20B /// PRR20E /// PRR20A /// PRR20C /// LOC105370298	-0.008135114	0.771407312	NA
CORIN	-0.009390695	0.771437493	10699
NA	NA	NA	NA
FLJ33534	0.00894601	0.771573431	NA
CCDC3	-0.038495743	0.771622174	83643
LOC105370998	-0.005432131	0.771638817	NA
PTCD1 /// ATP5J2-PTCD1 /// ATP5J2	0.017857144	0.771639322	NA
SFT2D3	-0.013985767	0.771782052	84826
ZNF568	-0.020481654	0.771823784	374900
NA	NA	NA	NA
NA	NA	NA	NA
ABCG1	0.033063614	0.771875191	9619
NA	NA	NA	NA
ARL9	-0.005484446	0.772071687	132946
LEFTY1	-0.011535647	0.772080822	10637
MIR4766	-0.006164552	0.772091131	NA
CFHR2	-0.006251744	0.772218834	3080
FAM195B	-0.022879464	0.772231912	NA
XPO7	-0.018851146	0.7722334	23039
KIF5A	-0.005632669	0.772486177	3798
SERPINA12	-0.011064802	0.772489074	145264
GJB6	0.007437571	0.772624719	10804
LOC101928694	-0.005902973	0.772671787	NA
PRR20D /// PRR20B /// PRR20E /// PRR20A /// PRR20C /// LOC105370298	-0.008074079	0.772732184	NA
NA	NA	NA	NA
BPI /// LOC149684	0.010027205	0.772745819	NA
H1F0	-0.036464146	0.772754554	3005
NUP50	0.011073519	0.772766064	10762
MIR3945	0.004455566	0.772928217	NA
EDEM1	0.013584682	0.77295979	9695
LOC105370409	-0.007132395	0.773028747	NA
HYAL2	0.02005441	0.773138206	8692
C2orf61	-0.013262067	0.773144531	NA
LOC442028	-0.013698032	0.773178038	NA
LOC105377742	-0.006216867	0.773215853	NA
NA	NA	NA	NA
LOC105369140	-0.013776505	0.773312677	NA
LOC100506317	-0.006094795	0.773340129	NA
CBY3	-0.005065918	0.773351129	646019
SCAMP4 /// ADAT3	-0.017560685	0.773360415	NA
FSCN3	-0.008283344	0.773532594	29999
MIR4462	0.012895854	0.773694154	NA
SCG3	-0.004752022	0.773702386	29106
ZNF280C	0.022094727	0.773721082	55609
DNAJC14	-0.014404297	0.773729194	85406
LOC105371976	0.004830498	0.773736844	NA
LOC100505938	-0.004900248	0.773745782	NA
OPRM1	0.003714426	0.773779248	4988
SVOP /// LOC105369238	-0.006190711	0.773793935	NA
TCN1	-0.004961287	0.773796587	6947
LOC105374710	0.014822824	0.773797862	NA
UTP3	-0.014787946	0.773897775	57050
ZNF18	-0.01361956	0.773969769	7566
MIR513C	-0.004150393	0.77397873	NA
LOC101927874	-0.005641392	0.774009808	NA
LOC100130992	-0.017708914	0.774042637	NA
SPATA31D4	-0.013820102	0.774063478	389761
LOC100652768	0.022783551	0.77410213	NA
LOC105374104	-0.016523089	0.774102881	NA
TRPC7	-0.007280623	0.774146854	57113
UBE2T	0.018083845	0.774213116	29089
SLC28A2	-0.006321498	0.774221047	9153
PRPF31	-0.015084402	0.774247134	26121
LINC01580	0.007402694	0.774252012	NA
RAD9A /// LOC100130987	-0.018607005	0.774272618	NA
H1FX	-0.02682059	0.774295283	8971
ACTL7B	-0.011117116	0.774370637	10880
LOC729732	-0.01497977	0.774380001	NA
ZNF474 /// LOC100505841	-0.003226148	0.774446094	NA
CST1	-0.009076799	0.774448252	1469
ZSCAN20	0.009730745	0.774506663	7579
NA	NA	NA	NA
LOC105377359	-0.005693709	0.774563227	NA
CLDN17	-0.005684987	0.77456579	26285
MPI	0.028651648	0.774568802	4351
KDM3A	-0.017421176	0.774573897	55818
LOC101927257	0.011744909	0.77461769	NA
FDPS	0.010916573	0.774645258	2224
LOC105378189	0.040928431	0.774752082	NA
ZPLD1	-0.005501882	0.774813195	131368
ZPLD1	-0.005501882	0.774813195	131368
CYB5R3	-0.01663644	0.774813312	1727
CDYL	-0.015345981	0.774850955	9425
NA	NA	NA	NA
LOC613037 /// NPIPB3 /// NPIPB4 /// NPIPB5 /// LOC101060275	0.026995002	0.774958976	NA
LOC101928132	0.004970004	0.774987862	NA
AGAP4 /// AGAP7P	0.029366628	0.775004299	NA
NA	NA	NA	NA
LIG3	0.030142648	0.775121429	3980
LIG3	0.030142648	0.775121429	3980
LOC105374748	0.012207034	0.775151071	NA
NA	NA	NA	NA
LOC101928618	0.007411411	0.775414349	NA
NA	NA	NA	NA
LINC00317	-0.004978723	0.775439471	NA
SUN5	-0.008196152	0.775468983	140732
CDKN2D	-0.011387417	0.775555043	1032
OCIAD2	0.010323661	0.775555265	132299
LOC105379164	0.004769461	0.775603271	NA
GEMIN7 /// MARK4 /// PPP1R37	0.015790666	0.77561798	NA
LOC100507599	0.013122558	0.775653185	NA
NA	NA	NA	NA
INO80	-0.010637556	0.77570429	54617
NA	NA	NA	NA
GUSBP11	0.0181536	0.77576291	NA
SLFN5	-0.034598215	0.775813122	162394
CFHR4	0.005702426	0.775822311	10877
LOC105370956 /// LOC102724465	0.00783866	0.775860728	NA
YIF1A	-0.013706754	0.775867079	10897
SYT8	-0.011544367	0.775899951	90019
LINC01247	-0.005833215	0.776037606	NA
ABR	0.025111608	0.7760592	29
OR2M3	0.005597796	0.776167432	127062
NA	NA	NA	NA
LOC105375879	0.006173272	0.77624913	NA
CYP2D6 /// LOC101929829	-0.017473494	0.776256706	NA
C8orf37-AS1	-0.007376535	0.776332798	NA
LOC105374620	-0.007175988	0.776339986	NA
NOL3	0.009521483	0.776385808	NA
LOC105372319 /// LOC105379617	0.004080639	0.776443937	NA
ESPNL	0.008222307	0.776517761	339768
LOC101927523	-0.003705706	0.776534747	NA
NA	NA	NA	NA
C10orf107	0.019470215	0.776700947	NA
LOC101927871	0.004403251	0.776704904	NA
PTK6	0.010009767	0.776761258	5753
LOC105373968	-0.00590297	0.776769383	NA
LOC105376603	0.004821778	0.776797471	NA
RGS6	-0.011744907	0.776907401	9628
RGS6	-0.011744907	0.776907401	9628
ZNRF3-AS1	-0.006966727	0.776923145	NA
SNRPD2P2	0.005606514	0.776956238	NA
IL19	0.006774902	0.77699582	29949
NA	NA	NA	NA
HNF1B	0.006678991	0.777075748	6928
LOC101929926	-0.004394531	0.777110442	NA
LOC100132781	0.009878977	0.777149713	NA
PGCP1	-0.007455007	0.777178777	NA
MIR509-3	-0.007106237	0.777207529	NA
KRT71	0.010803221	0.777419854	112802
SLC9A5	0.00844901	0.777426577	6553
CLEC4F	-0.008858819	0.777557881	165530
UTY	-0.191641671	0.777560721	7404
WASF2	-0.014927455	0.777586241	10163
TTTY20	0.004656111	0.777611182	NA
LOC105374708	0.005606513	0.777692339	NA
NA	NA	NA	NA
IGHD	0.023202077	0.777752337	NA
IGHD	0.023202077	0.777752337	NA
CASKIN1	0.007071358	0.777757917	57524
MIR129-2	-0.005135673	0.777818939	NA
ZNF675	0.009809221	0.777840743	171392
NA	NA	NA	NA
PURB /// MIR4657	-0.021170481	0.777976521	NA
NA	NA	NA	NA
EMID1	0.009094241	0.778014252	129080
LOC105372448	-0.005519323	0.778062077	NA
IDO1	0.014822826	0.778066846	3620
GALR1	0.014761789	0.778088786	2587
GALR1	0.014761789	0.778088786	2587
AAAS	-0.014439172	0.778244487	8086
LOC105375570	0.008318221	0.778255225	NA
PSMA6 /// KIAA0391	0.017054966	0.77827966	NA
CSN1S2AP	0.003766744	0.77828284	NA
LOC105375358	-0.004795617	0.778338413	NA
NA	NA	NA	NA
HNRNPCL1 /// HNRNPCL3 /// HNRNPCL4	0.009416852	0.778380329	NA
SNORD114-3	0.096487863	0.778405006	NA
LOC105372999	-0.009582519	0.778410444	NA
NA	NA	NA	NA
TANK	-0.013950894	0.778488638	10010
MT1IP	-0.009251189	0.778518742	NA
TRBV6-5	0.016566683	0.778520925	NA
FBXO16	-0.005275179	0.778547072	157574
CYP2J2	-0.006914411	0.778656362	1573
SHROOM1	-0.027221679	0.778679301	134549
MGC45922	-0.009355817	0.778740064	NA
LOC105369993	0.009094238	0.778758774	NA
NA	NA	NA	NA
C11orf72	-0.005763463	0.77881029	NA
ASTN1	-0.011012488	0.778810528	460
NA	NA	NA	NA
NA	NA	NA	NA
LOC101929763	0.004132955	0.778921364	NA
SOX13	-0.0297154	0.778923908	9580
ZNF37BP	0.014875141	0.778933752	NA
KDM6A	-0.039882116	0.778942649	7403
NA	NA	NA	NA
LOC105378634	0.006478447	0.778953647	NA
GOLGA6L10 /// GOLGA6L9 /// GOLGA6L19	-0.025129045	0.779106855	NA
LOC102724587	0.009748189	0.779180152	NA
KLHL3	0.025163922	0.779312954	26249
GEMIN8	0.022757393	0.779391365	54960
LOC105370281	0.004813057	0.779404792	NA
FEV	-0.007428849	0.77944607	54738
LOC105370636	0.012791221	0.779471503	NA
LINC01318	0.003435408	0.779476352	NA
NA	NA	NA	NA
PRAMEF5	0.005475721	0.779492413	343068
LINC00305	0.003383093	0.77954695	NA
DSCR3	0.011169435	0.779620841	NA
TRAV25	-0.004717145	0.779633689	NA
ANXA2P1	0.016784669	0.779656849	NA
LOC105374289	0.008501326	0.77965967	NA
ZBTB3	0.008841379	0.779691231	79842
ADAM29 /// LOC101928551	0.003714427	0.779733858	NA
LOC105370423	-0.003348215	0.779737551	NA
LOC105370260	-0.003522597	0.779746473	NA
NA	NA	NA	NA
LINC00910	-0.005126954	0.779810743	NA
LINC00910	-0.005126954	0.779810743	NA
LOC105373032	0.004961286	0.779837754	NA
ARFGAP3 /// PACSIN2	0.0191476	0.779839423	NA
LRRC37A /// LRRC37A	0.047206332	0.779879585	NA
NA	NA	NA	NA
COLQ	-0.015816826	0.779911318	8292
LOC105378511	0.007908414	0.779982421	NA
SPANXC /// SPANXD	0.012137274	0.77999121	NA
KCNA7	-0.007175991	0.780007193	3743
WBSCR16	-0.02205985	0.780124791	NA
PTPRH	0.007080077	0.780138027	5794
LOC105375976	-0.003984724	0.780167133	NA
LOC101929565	0.002973283	0.780172507	NA
LOC105379584	-0.007681713	0.780207684	NA
SHANK2-AS3	0.006513325	0.780259601	NA
PRAMEF22 /// PRAMEF18	-0.015712193	0.780412777	NA
TEX40	-0.007611957	0.780440877	NA
PAPD4	0.016566686	0.780445001	NA
NA	NA	NA	NA
LOC102723932	-0.006958008	0.780487526	NA
NA	NA	NA	NA
IQCF6	0.004490442	0.780529511	440956
LOC105375291	-0.004385813	0.780529831	NA
HLA-B /// HLA-C	-0.044573102	0.780560954	NA
LOC105379301	0.005807056	0.780661285	NA
PNLIP	0.006373813	0.780661798	5406
GSC2	-0.008518765	0.780692665	2928
LOC100506596	-0.029061454	0.780728645	NA
LOC101929679	0.014866418	0.780768894	NA
CDO1 /// LOC105379131	-0.047310966	0.780772684	NA
MIR514A1	-0.005449567	0.780781337	NA
LINC01556	0.005283901	0.780804435	NA
PCDHB4 /// PCDHB3	0.039045061	0.780822493	NA
LOC105371379	0.006888254	0.780849136	NA
NA	NA	NA	NA
MIR449A	0.005344935	0.78088604	NA
NA	NA	NA	NA
SOX12	0.017211917	0.781032488	6666
IGFL3	-0.009033201	0.78104748	388555
PRKCE	0.012102401	0.781075962	5581
SUSD6	-0.021815707	0.781088603	9766
DPY19L2P4	-0.005789619	0.781095189	NA
NA	NA	NA	NA
MIR518B	-0.011622833	0.78109879	NA
NA	NA	NA	NA
FOXD3	-0.011151994	0.781171621	27022
NA	NA	NA	NA
NA	NA	NA	NA
MHRT	-0.043143138	0.781285662	NA
LOC105375483 /// SPAM1	-0.005126953	0.781301631	NA
SPEM1	0.005083356	0.781303829	374768
ATP2A1-AS1	0.007245744	0.78131885	NA
LOC101928809	-0.00440325	0.781319973	NA
GP6 /// RDH13	0.008518765	0.781323572	NA
NA	NA	NA	NA
LOC105373653	-0.006086078	0.781384454	NA
LOC105378715	-0.006757462	0.781431379	NA
LOC105373749	-0.006103514	0.781456811	NA
PLEKHB1	-0.008815221	0.781538411	58473
KCNJ11	0.011518208	0.78162262	3767
ITSN2	-0.019391742	0.781670499	50618
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
LINC01471	-0.005222863	0.78184598	NA
LINC00202-2	-0.01234654	0.781902129	NA
CSTF3	-0.017595564	0.781916011	1479
IL31RA	0.004621234	0.7819404	133396
MUC17	0.008213588	0.782003506	140453
LOC105378999	-0.009582518	0.782032866	NA
NA	NA	NA	NA
HIST1H2BB	0.022739953	0.782229103	3018
TXNDC11	-0.017647879	0.782382209	51061
MIR4782	0.004115513	0.782395149	NA
HEXA-AS1	0.007463729	0.782502018	NA
MIR570	-0.077218192	0.782544376	NA
FAM92A1	-0.011805939	0.782544379	NA
LOC105376646	-0.012137277	0.782606002	NA
LRRC7	0.002982003	0.782635603	57554
LRRC7	0.002982003	0.782635603	57554
LOC100288181	-0.011413576	0.782636028	NA
LOC105372890	0.010096958	0.782716121	NA
LOC100128233	0.004839217	0.782742915	NA
MYO5C	-0.049246652	0.782886657	55930
TRDN	-0.132010323	0.782892007	10345
LOC101929374	0.018171038	0.783017537	NA
IGHV7-81	0.010175432	0.783041245	NA
NAA38	-0.023786273	0.783054759	84316
LOC101927493	-0.008021763	0.783061082	NA
LOC105372510	0.004324777	0.78307361	NA
LOC101928026	-0.005859374	0.783232148	NA
LOC105378299	-0.005589078	0.783234358	NA
NUPL2	0.016566687	0.78323614	11097
MIR3918	-0.008850098	0.78331427	NA
KRTAP15-1	0.008335661	0.78333827	254950
NA	NA	NA	NA
C21orf91-OT1 /// LOC105372741	0.00428118	0.783355581	NA
LOC105370533	0.005074636	0.783442926	NA
CENPJ	-0.009591237	0.78347668	55835
ALKBH7	-0.026785714	0.783532867	84266
LOC105377284	0.003426689	0.783615396	NA
SLC9B1P3	0.007088797	0.78362197	NA
DNAJC12	-0.005074636	0.783639072	56521
CCL1	-0.006626675	0.783778018	6346
CPN1	-0.011317663	0.783792742	1369
OARD1	-0.008928573	0.783824093	221443
OARD1	-0.008928573	0.783824093	221443
LOC100996701	-0.009294779	0.783936	NA
LOC105370150	-0.005702427	0.783936023	NA
LINC00382	-0.003976005	0.784010689	NA
MAGEA2 /// MAGEA2B	0.009974888	0.784053238	NA
CLEC2L	-0.015093123	0.784057926	154790
LOC100507513	-0.006644115	0.784073409	NA
